IDLOG,IDTRACKER,IDSTATUS,APLC_SEQ_NO,PROC_PGRS_SEQ_NO,APLC_STATUS,APLC_AUTH,DATA_CHNG_DTTM
7220,5775,70,12002670209,1,Approval Completed,Approved,01/12/2023 9:55
7221,5775,61,12002670209,2,Member Bank Apprval 1,Approved,03/02/2023 15:02
7222,5775,70,12002670209,2,Approval Completed,Approved,03/02/2023 15:02
7223,5775,61,12002670209,3,Member Bank Apprval 1,Approved,01/12/2023 9:55
7224,5775,70,12002670209,3,Approval Completed,Approved,03/03/2023 16:22
7225,5775,70,12002670209,4,Approval Completed,Approved,03/06/2023 17:37
7226,5776,10,12002670213,1,DOC Registration,Approved,01/05/2023 16:09
7227,5776,15,12002670213,1,Quality Assurance (QAM),Approved,01/06/2023 1:06
7228,5776,20,12002670213,1,Data Entry,Approved,01/09/2023 7:59
7229,5776,30,12002670213,1,B/L Check,Approved,01/09/2023 7:59
7230,5776,40,12002670213,1,Application Check,Approved,01/09/2023 8:19
7231,5776,50,12002670213,1,Merchant Analyst,Approved,01/10/2023 16:50
7232,5776,61,12002670213,1,Member Bank Apprval 1,Approved,03/06/2023 17:37
7233,5776,70,12002670213,1,Approval Completed,Approved,01/12/2023 9:55
7234,5776,61,12002670213,2,Member Bank Apprval 1,Approved,03/02/2023 15:03
7235,5776,70,12002670213,2,Approval Completed,Approved,03/02/2023 15:03
7236,5776,61,12002670213,3,Member Bank Apprval 1,Approved,01/12/2023 9:55
7237,5776,70,12002670213,3,Approval Completed,Approved,03/03/2023 16:22
7238,5776,70,12002670213,4,Approval Completed,Approved,03/06/2023 17:37
7239,5778,10,12002670219,1,DOC Registration,Approved,01/05/2023 16:13
7240,5778,15,12002670219,1,Quality Assurance (QAM),Approved,01/06/2023 1:04
7241,5778,20,12002670219,1,Data Entry,Approved,01/06/2023 14:36
7242,5778,30,12002670219,1,B/L Check,Approved,01/06/2023 14:36
7243,5778,40,12002670219,1,Application Check,Approved,01/06/2023 16:29
7244,5778,50,12002670219,1,Merchant Analyst,Approved,01/08/2023 22:01
7245,5778,61,12002670219,1,Member Bank Apprval 1,Approved,03/06/2023 17:37
7246,5778,70,12002670219,1,Approval Completed,Approved,01/12/2023 9:55
7247,5778,61,12002670219,2,Member Bank Apprval 1,Approved,03/02/2023 15:03
7248,5778,70,12002670219,2,Approval Completed,Approved,03/02/2023 15:03
7249,5778,61,12002670219,3,Member Bank Apprval 1,Approved,01/12/2023 9:55
7250,5778,70,12002670219,3,Approval Completed,Approved,03/03/2023 16:22
7251,5778,70,12002670219,4,Approval Completed,Approved,03/06/2023 17:37
7252,5779,10,12002670221,1,DOC Registration,Approved,01/05/2023 16:15
7253,5779,15,12002670221,1,Quality Assurance (QAM),Approved,01/06/2023 1:03
7254,5779,20,12002670221,1,Data Entry,Approved,01/06/2023 13:46
7255,5779,30,12002670221,1,B/L Check,Approved,01/06/2023 13:46
7256,5779,40,12002670221,1,Application Check,Approved,01/06/2023 15:43
7257,5779,50,12002670221,1,Merchant Analyst,Approved,01/08/2023 9:57
7258,5779,61,12002670221,1,Member Bank Apprval 1,Approved,03/06/2023 17:37
7259,5779,70,12002670221,1,Approval Completed,Approved,01/12/2023 9:55
7260,5779,61,12002670221,2,Member Bank Apprval 1,Approved,03/02/2023 15:04
4783,5516,15,12002549217,1,Quality Assurance (QAM),Approved,01/03/2023 16:27
4784,5516,20,12002549217,1,Data Entry,Approved,01/04/2023 10:30
4785,5516,30,12002549217,1,B/L Check,Approved,01/04/2023 10:30
4786,5516,40,12002549217,1,Application Check,Approved,01/04/2023 20:07
4814,5517,40,12002549228,2,Application Check,Approved,01/06/2023 16:28
4815,5517,50,12002549228,2,Merchant Analyst,Returned,01/10/2023 13:06
4816,5517,10,12002549228,3,DOC Registration,Approved,01/10/2023 13:27
4817,5517,15,12002549228,3,Quality Assurance (QAM),Approved,01/10/2023 13:32
4818,5517,20,12002549228,3,Data Entry,Approved,01/10/2023 13:55
4819,5517,30,12002549228,3,B/L Check,Approved,01/10/2023 13:55
4820,5517,40,12002549228,3,Application Check,Approved,01/10/2023 13:55
4821,5517,50,12002549228,3,Merchant Analyst,Approved,01/11/2023 13:25
4822,5518,10,12002549235,1,DOC Registration,Approved,01/03/2023 16:24
4823,5518,15,12002549235,1,Quality Assurance (QAM),Approved,01/03/2023 16:24
4824,5518,20,12002549235,1,Data Entry,Approved,01/04/2023 10:04
4825,5518,30,12002549235,1,B/L Check,Approved,01/04/2023 10:04
4826,5518,40,12002549235,1,Application Check,Approved,01/04/2023 11:20
4827,5518,50,12002549235,1,Merchant Analyst,Approved,01/05/2023 11:27
4828,5518,61,12002549235,1,Member Bank Apprval 1,Approved,03/06/2023 18:19
4829,5518,70,12002549235,1,Approval Completed,Approved,01/12/2023 10:23
4830,5518,61,12002549235,2,Member Bank Apprval 1,Approved,03/02/2023 15:45
4831,5518,70,12002549235,2,Approval Completed,Approved,03/02/2023 15:45
4832,5518,61,12002549235,3,Member Bank Apprval 1,Approved,01/12/2023 10:23
4833,5518,70,12002549235,3,Approval Completed,Approved,03/03/2023 16:21
4834,5518,70,12002549235,4,Approval Completed,Approved,03/06/2023 18:19
4835,5519,10,12002549242,1,DOC Registration,Approved,01/03/2023 16:39
4836,5519,15,12002549242,1,Quality Assurance (QAM),Approved,01/03/2023 17:28
4837,5519,20,12002549242,1,Data Entry,Approved,01/04/2023 10:38
4838,5519,30,12002549242,1,B/L Check,Approved,01/04/2023 10:38
4839,5519,40,12002549242,1,Application Check,Approved,01/04/2023 11:46
4840,5519,50,12002549242,1,Merchant Analyst,Returned,01/05/2023 12:10
4841,5519,61,12002549242,1,Member Bank Apprval 1,Approved,01/11/2023 16:18
4842,5519,70,12002549242,1,Approval Completed,Approved,01/11/2023 16:18
4843,5519,10,12002549242,2,DOC Registration,Approved,01/05/2023 13:20
4844,5519,15,12002549242,2,Quality Assurance (QAM),Approved,01/06/2023 0:50
4845,5519,20,12002549242,2,Data Entry,Approved,01/06/2023 6:47
4846,5519,30,12002549242,2,B/L Check,Approved,01/06/2023 6:47
6360,5590,30,12002597911,2,B/L Check,Approved,01/05/2023 14:07
6361,5590,40,12002597911,2,Application Check,Approved,01/05/2023 14:07
6362,5590,61,12002597911,2,Member Bank Apprval 1,Approved,01/05/2023 14:16
6363,5590,70,12002597911,2,Approval Completed,,01/14/2023 18:34
6364,5591,10,12002597918,1,DOC Registration,Approved,01/04/2023 15:07
6365,5591,15,12002597918,1,Quality Assurance (QAM),Approved,01/04/2023 15:07
6366,5591,20,12002597918,1,Data Entry,Approved,01/05/2023 6:36
6367,5591,30,12002597918,1,B/L Check,Approved,01/05/2023 6:36
6368,5591,40,12002597918,1,Application Check,Returned,01/05/2023 8:45
6369,5591,61,12002597918,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6370,5591,70,12002597918,1,Approval Completed,Approved,03/20/2023 16:59
6371,5591,20,12002597918,2,Data Entry,Approved,01/05/2023 10:52
6372,5591,30,12002597918,2,B/L Check,Approved,01/05/2023 10:52
6373,5591,40,12002597918,2,Application Check,Approved,01/05/2023 11:48
6374,5591,70,12002597918,2,Approval Completed,,03/20/2023 16:59
6375,5592,10,12002597922,1,DOC Registration,Approved,01/04/2023 15:10
6376,5592,15,12002597922,1,Quality Assurance (QAM),Approved,01/04/2023 15:10
6377,5592,20,12002597922,1,Data Entry,Approved,01/05/2023 8:15
6378,5592,30,12002597922,1,B/L Check,Approved,01/05/2023 8:15
6379,5592,40,12002597922,1,Application Check,Approved,01/05/2023 8:29
6380,5592,61,12002597922,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6381,5592,70,12002597922,1,Approval Completed,Approved,01/08/2023 19:20
6382,5592,70,12002597922,2,Approval Completed,,01/08/2023 19:20
6383,5593,10,12002599026,1,DOC Registration,Approved,01/04/2023 16:09
6384,5593,15,12002599026,1,Quality Assurance (QAM),Approved,01/04/2023 16:10
6385,5593,20,12002599026,1,Data Entry,Approved,01/05/2023 11:08
6386,5593,30,12002599026,1,B/L Check,Approved,01/05/2023 11:08
6387,5593,40,12002599026,1,Application Check,Approved,01/05/2023 11:36
6388,5593,61,12002599026,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6389,5593,70,12002599026,1,Approval Completed,Approved,01/11/2023 8:27
6390,5593,70,12002599026,2,Approval Completed,,01/11/2023 8:27
6391,5594,10,12002599038,1,DOC Registration,Approved,01/04/2023 16:14
6392,5594,15,12002599038,1,Quality Assurance (QAM),Approved,01/04/2023 16:15
6393,5594,20,12002599038,1,Data Entry,Approved,01/05/2023 9:47
6394,5594,30,12002599038,1,B/L Check,Approved,01/05/2023 9:47
6395,5594,40,12002599038,1,Application Check,Approved,01/05/2023 10:28
6396,5594,61,12002599038,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6397,5594,70,12002599038,1,Approval Completed,Approved,01/07/2023 21:40
6398,5594,70,12002599038,2,Approval Completed,,01/07/2023 21:40
6399,5595,10,12002599045,1,DOC Registration,Approved,01/04/2023 16:19
6400,5595,15,12002599045,1,Quality Assurance (QAM),Approved,01/04/2023 16:20
6401,5595,20,12002599045,1,Data Entry,Approved,01/04/2023 17:48
6402,5595,30,12002599045,1,B/L Check,Approved,01/04/2023 17:48
6403,5595,40,12002599045,1,Application Check,Approved,01/04/2023 17:54
6404,5595,61,12002599045,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6405,5595,70,12002599045,1,Approval Completed,Approved,01/07/2023 21:34
6406,5595,70,12002599045,2,Approval Completed,,01/07/2023 21:34
6407,5596,10,12002599062,1,DOC Registration,Approved,01/04/2023 16:21
6408,5596,15,12002599062,1,Quality Assurance (QAM),Approved,01/04/2023 16:22
6409,5596,20,12002599062,1,Data Entry,Approved,01/05/2023 11:03
6410,5596,30,12002599062,1,B/L Check,Approved,01/05/2023 11:03
6411,5596,40,12002599062,1,Application Check,Approved,01/05/2023 12:13
6412,5596,61,12002599062,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6413,5596,70,12002599062,1,Approval Completed,Approved,01/07/2023 21:40
6414,5596,70,12002599062,2,Approval Completed,,01/07/2023 21:40
6415,5597,10,12002599074,1,DOC Registration,Approved,01/04/2023 16:26
6416,5597,15,12002599074,1,Quality Assurance (QAM),Approved,01/04/2023 16:27
6417,5597,20,12002599074,1,Data Entry,Approved,01/05/2023 10:18
6418,5597,30,12002599074,1,B/L Check,Approved,01/05/2023 10:18
6419,5597,40,12002599074,1,Application Check,Approved,01/05/2023 10:42
6420,5597,61,12002599074,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6421,5597,70,12002599074,1,Approval Completed,Approved,01/08/2023 19:19
6422,5597,70,12002599074,2,Approval Completed,,01/08/2023 19:19
6423,5598,10,12002599080,1,DOC Registration,Approved,01/04/2023 16:31
6424,5598,15,12002599080,1,Quality Assurance (QAM),Approved,01/04/2023 16:45
9254,5442,30,12002545986,1,B/L Check,Approved,01/03/2023 13:57
9255,5442,40,12002545986,1,Application Check,Approved,01/03/2023 16:02
9256,5442,50,12002545986,1,Merchant Analyst,Approved,01/05/2023 11:42
9257,5442,61,12002545986,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
9258,5442,70,12002545986,1,Approval Completed,Approved,02/14/2023 20:02
9259,5442,61,12002545986,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
9260,5442,70,12002545986,2,Approval Completed,Approved,02/14/2023 20:02
9261,5442,61,12002545986,3,Member Bank Apprval 1,Approved,01/07/2023 12:45
9262,5442,70,12002545986,3,Approval Completed,Approved,02/14/2023 20:02
9263,5442,70,12002545986,4,Approval Completed,Approved,02/14/2023 20:02
9264,5442,70,12002545986,5,Approval Completed,,02/14/2023 20:02
9265,5446,10,12002546065,1,DOC Registration,Approved,01/03/2023 11:05
9266,5446,15,12002546065,1,Quality Assurance (QAM),Approved,01/03/2023 11:05
9267,5446,20,12002546065,1,Data Entry,Approved,01/03/2023 14:31
9268,5446,30,12002546065,1,B/L Check,Approved,01/03/2023 14:31
9269,5446,40,12002546065,1,Application Check,Approved,01/03/2023 14:52
9270,5446,61,12002546065,1,Member Bank Apprval 1,Approved,01/03/2023 16:05
9271,5446,70,12002546065,1,Approval Completed,Approved,01/05/2023 12:13
9272,5446,70,12002546065,2,Approval Completed,,01/05/2023 12:13
9273,5443,10,12002545996,1,DOC Registration,Approved,01/03/2023 11:01
9274,5443,15,12002545996,1,Quality Assurance (QAM),Approved,01/03/2023 11:01
9275,5443,20,12002545996,1,Data Entry,Approved,01/03/2023 14:22
9276,5443,30,12002545996,1,B/L Check,Approved,01/03/2023 14:22
9277,5443,40,12002545996,1,Application Check,Approved,01/03/2023 14:52
9278,5443,61,12002545996,1,Member Bank Apprval 1,Approved,01/03/2023 16:04
9279,5443,70,12002545996,1,Approval Completed,Approved,01/05/2023 11:51
9280,5443,70,12002545996,2,Approval Completed,,01/05/2023 11:51
9281,5444,10,12002546013,1,DOC Registration,Approved,01/03/2023 11:03
9282,5444,15,12002546013,1,Quality Assurance (QAM),Approved,01/03/2023 11:03
9283,5444,20,12002546013,1,Data Entry,Approved,01/03/2023 12:51
9284,5444,30,12002546013,1,B/L Check,Approved,01/03/2023 12:51
4446,5492,70,12002549016,1,Approval Completed,Approved,02/15/2023 17:29
4447,5492,61,12002549016,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
4448,5492,70,12002549016,2,Approval Completed,Approved,02/15/2023 17:29
4449,5492,61,12002549016,3,Member Bank Apprval 1,Approved,01/07/2023 12:46
4450,5492,70,12002549016,3,Approval Completed,Approved,02/15/2023 17:29
4451,5492,70,12002549016,4,Approval Completed,Approved,02/15/2023 17:29
4452,5492,70,12002549016,5,Approval Completed,,02/15/2023 17:29
4453,5493,10,12002549018,1,DOC Registration,Approved,01/03/2023 14:16
4454,5493,15,12002549018,1,Quality Assurance (QAM),Approved,01/03/2023 15:17
4455,5493,20,12002549018,1,Data Entry,Approved,01/04/2023 11:07
4456,5493,30,12002549018,1,B/L Check,Approved,01/04/2023 11:07
4457,5493,40,12002549018,1,Application Check,Approved,01/04/2023 11:48
4458,5493,50,12002549018,1,Merchant Analyst,Approved,01/05/2023 14:01
4459,5493,61,12002549018,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
4460,5493,70,12002549018,1,Approval Completed,Approved,02/15/2023 17:30
4461,5493,61,12002549018,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
4462,5493,70,12002549018,2,Approval Completed,Approved,02/15/2023 17:30
4463,5493,61,12002549018,3,Member Bank Apprval 1,Approved,01/07/2023 12:46
4464,5493,70,12002549018,3,Approval Completed,Approved,02/15/2023 17:30
4465,5493,70,12002549018,4,Approval Completed,Approved,02/15/2023 17:30
4466,5493,70,12002549018,5,Approval Completed,,02/15/2023 17:30
4467,5494,10,12002549019,1,DOC Registration,Approved,01/03/2023 14:24
4468,5494,15,12002549019,1,Quality Assurance (QAM),Approved,01/03/2023 15:15
4469,5494,20,12002549019,1,Data Entry,Approved,01/04/2023 8:39
4470,5494,30,12002549019,1,B/L Check,Approved,01/04/2023 8:39
4471,5494,40,12002549019,1,Application Check,Approved,01/04/2023 14:50
4472,5494,50,12002549019,1,Merchant Analyst,Approved,01/06/2023 18:33
4473,5494,61,12002549019,1,Member Bank Apprval 1,Approved,03/06/2023 18:17
4474,5494,70,12002549019,1,Approval Completed,Approved,01/12/2023 10:23
4475,5494,61,12002549019,2,Member Bank Apprval 1,Approved,03/02/2023 15:43
4476,5494,70,12002549019,2,Approval Completed,Approved,03/02/2023 15:43
4477,5494,61,12002549019,3,Member Bank Apprval 1,Approved,01/12/2023 10:23
4478,5494,70,12002549019,3,Approval Completed,Approved,03/03/2023 16:21
4479,5494,70,12002549019,4,Approval Completed,Approved,03/06/2023 18:17
4480,5495,10,12002549020,1,DOC Registration,Approved,01/03/2023 14:17
4481,5495,15,12002549020,1,Quality Assurance (QAM),Approved,01/03/2023 15:14
4482,5495,20,12002549020,1,Data Entry,Approved,01/04/2023 10:17
4483,5495,30,12002549020,1,B/L Check,Approved,01/04/2023 10:17
4484,5495,40,12002549020,1,Application Check,Approved,01/04/2023 10:52
4485,5495,50,12002549020,1,Merchant Analyst,Approved,01/05/2023 11:22
4486,5495,61,12002549020,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
4487,5495,70,12002549020,1,Approval Completed,Approved,02/15/2023 17:30
4488,5495,61,12002549020,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
4489,5495,70,12002549020,2,Approval Completed,Approved,02/15/2023 17:30
4490,5495,61,12002549020,3,Member Bank Apprval 1,Approved,01/07/2023 12:46
4491,5495,70,12002549020,3,Approval Completed,Approved,02/15/2023 17:30
4492,5495,70,12002549020,4,Approval Completed,Approved,02/15/2023 17:30
4493,5495,70,12002549020,5,Approval Completed,,02/15/2023 17:30
4494,5496,10,12002549021,1,DOC Registration,Approved,01/03/2023 14:18
4495,5496,15,12002549021,1,Quality Assurance (QAM),Approved,01/03/2023 15:13
4496,5496,20,12002549021,1,Data Entry,Approved,01/04/2023 8:05
4497,5496,30,12002549021,1,B/L Check,Approved,01/04/2023 8:05
4498,5496,40,12002549021,1,Application Check,Approved,01/04/2023 8:44
4499,5496,50,12002549021,1,Merchant Analyst,Approved,01/05/2023 14:27
4500,5496,61,12002549021,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
4501,5496,70,12002549021,1,Approval Completed,Approved,02/14/2023 20:14
4502,5496,61,12002549021,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
4503,5496,70,12002549021,2,Approval Completed,Approved,02/14/2023 20:14
4504,5496,61,12002549021,3,Member Bank Apprval 1,Approved,01/07/2023 12:46
4505,5496,70,12002549021,3,Approval Completed,Approved,02/14/2023 20:14
4506,5496,70,12002549021,4,Approval Completed,Approved,02/14/2023 20:14
4507,5496,70,12002549021,5,Approval Completed,,02/14/2023 20:14
4508,5497,10,12002549023,1,DOC Registration,Approved,01/03/2023 14:26
4509,5497,15,12002549023,1,Quality Assurance (QAM),Approved,01/03/2023 14:33
4510,5497,20,12002549023,1,Data Entry,Approved,01/04/2023 7:01
4511,5497,30,12002549023,1,B/L Check,Approved,01/04/2023 7:01
4512,5497,40,12002549023,1,Application Check,Approved,01/04/2023 15:31
4513,5497,50,12002549023,1,Merchant Analyst,Returned,01/05/2023 13:50
4514,5497,61,12002549023,1,Member Bank Apprval 1,Approved,01/05/2023 17:37
4515,5497,70,12002549023,1,Approval Completed,Approved,01/09/2023 21:21
3691,6016,20,12002808360,1,Data Entry,Approved,01/11/2023 13:12
3692,6016,30,12002808360,1,B/L Check,Approved,01/11/2023 13:12
3693,6016,40,12002808360,1,Application Check,Approved,01/11/2023 19:14
3694,6016,50,12002808360,1,Merchant Analyst,Returned,01/12/2023 16:56
3695,6016,61,12002808360,1,Member Bank Apprval 1,Approved,01/19/2023 11:42
3696,6016,70,12002808360,1,Approval Completed,Approved,01/31/2023 14:52
3697,6016,10,12002808360,2,DOC Registration,Approved,01/11/2023 9:28
3698,6016,15,12002808360,2,Quality Assurance (QAM),Approved,01/11/2023 10:20
3699,6016,20,12002808360,2,Data Entry,Approved,01/17/2023 11:59
3700,6016,30,12002808360,2,B/L Check,Approved,01/17/2023 11:59
3701,6016,40,12002808360,2,Application Check,Approved,01/17/2023 19:33
3702,6016,50,12002808360,2,Merchant Analyst,Approved,01/18/2023 14:25
3703,6016,70,12002808360,2,Approval Completed,,01/31/2023 14:52
3704,6016,10,12002808360,3,DOC Registration,Approved,01/17/2023 10:32
3705,6016,15,12002808360,3,Quality Assurance (QAM),Approved,01/17/2023 11:15
3706,6017,10,12002808471,1,DOC Registration,Approved,01/10/2023 14:48
3707,6017,15,12002808471,1,Quality Assurance (QAM),Approved,01/10/2023 16:16
3708,6017,20,12002808471,1,Data Entry,Approved,01/11/2023 5:20
3709,6017,30,12002808471,1,B/L Check,Approved,01/11/2023 5:20
3710,6017,40,12002808471,1,Application Check,Approved,01/11/2023 19:14
3711,6017,50,12002808471,1,Merchant Analyst,Approved,01/13/2023 14:08
3712,6017,61,12002808471,1,Member Bank Apprval 1,Approved,01/17/2023 9:56
3713,6017,70,12002808471,1,Approval Completed,Approved,01/20/2023 16:48
3714,6017,70,12002808471,2,Approval Completed,,01/20/2023 16:48
3715,6018,10,12002808707,1,DOC Registration,Approved,01/10/2023 15:55
3716,6018,15,12002808707,1,Quality Assurance (QAM),Approved,01/10/2023 16:28
3717,6018,20,12002808707,1,Data Entry,Approved,01/11/2023 12:07
3718,6018,30,12002808707,1,B/L Check,Approved,01/11/2023 12:07
3719,6018,40,12002808707,1,Application Check,Returned,01/11/2023 13:03
3720,6018,50,12002808707,1,Merchant Analyst,Returned,01/13/2023 13:49
3721,6018,61,12002808707,1,Member Bank Apprval 1,Approved,01/30/2023 10:53
3722,6018,70,12002808707,1,Approval Completed,Approved,01/30/2023 10:53
3723,6018,10,12002808707,2,DOC Registration,Approved,01/16/2023 13:56
3724,6018,15,12002808707,2,Quality Assurance (QAM),Approved,01/16/2023 14:01
3725,6018,20,12002808707,2,Data Entry,Approved,01/11/2023 14:31
3726,6018,30,12002808707,2,B/L Check,Approved,01/11/2023 14:31
3727,6018,40,12002808707,2,Application Check,Approved,01/11/2023 15:11
3728,6018,50,12002808707,2,Merchant Analyst,Returned,01/17/2023 9:30
3729,6018,10,12002808707,3,DOC Registration,Approved,01/17/2023 15:07
3730,6018,15,12002808707,3,Quality Assurance (QAM),Approved,01/17/2023 15:25
3731,6018,20,12002808707,3,Data Entry,Approved,01/16/2023 14:47
3732,6018,30,12002808707,3,B/L Check,Approved,01/16/2023 14:47
3733,6018,40,12002808707,3,Application Check,Approved,01/16/2023 15:11
5248,5551,61,12002570546,2,Member Bank Apprval 1,Approved,03/02/2023 16:10
5249,5551,70,12002570546,2,Approval Completed,Approved,03/02/2023 16:10
5250,5551,61,12002570546,3,Member Bank Apprval 1,Approved,01/12/2023 10:24
5251,5551,70,12002570546,3,Approval Completed,Approved,03/03/2023 16:21
5252,5551,70,12002570546,4,Approval Completed,Approved,03/06/2023 18:26
5253,5552,10,12002570547,1,DOC Registration,Approved,01/04/2023 7:20
5254,5552,15,12002570547,1,Quality Assurance (QAM),Approved,01/04/2023 8:25
5255,5552,20,12002570547,1,Data Entry,Approved,01/04/2023 14:18
5256,5552,30,12002570547,1,B/L Check,Approved,01/04/2023 14:18
5257,5552,40,12002570547,1,Application Check,Approved,01/04/2023 15:55
5258,5552,50,12002570547,1,Merchant Analyst,Approved,01/05/2023 11:35
5259,5552,61,12002570547,1,Member Bank Apprval 1,Approved,03/06/2023 18:26
5260,5552,70,12002570547,1,Approval Completed,Approved,01/12/2023 10:24
5261,5552,61,12002570547,2,Member Bank Apprval 1,Approved,03/02/2023 16:11
5262,5552,70,12002570547,2,Approval Completed,Approved,03/02/2023 16:11
5263,5552,61,12002570547,3,Member Bank Apprval 1,Approved,01/12/2023 10:24
5264,5552,70,12002570547,3,Approval Completed,Approved,03/03/2023 16:21
5265,5552,70,12002570547,4,Approval Completed,Approved,03/06/2023 18:26
5266,5555,10,12002570552,1,DOC Registration,Approved,01/04/2023 7:44
5267,5555,15,12002570552,1,Quality Assurance (QAM),Approved,01/04/2023 8:21
5268,5555,20,12002570552,1,Data Entry,Approved,01/04/2023 14:52
5269,5555,30,12002570552,1,B/L Check,Approved,01/04/2023 14:52
5270,5555,40,12002570552,1,Application Check,Approved,01/04/2023 19:33
5271,5555,50,12002570552,1,Merchant Analyst,Approved,01/08/2023 14:48
5272,5555,61,12002570552,1,Member Bank Apprval 1,Approved,03/06/2023 18:27
5273,5555,70,12002570552,1,Approval Completed,Approved,01/12/2023 10:24
5274,5555,61,12002570552,2,Member Bank Apprval 1,Approved,03/02/2023 16:29
5275,5555,70,12002570552,2,Approval Completed,Approved,03/02/2023 16:29
5276,5555,61,12002570552,3,Member Bank Apprval 1,Approved,01/12/2023 10:24
5277,5555,70,12002570552,3,Approval Completed,Approved,03/03/2023 16:21
5278,5555,70,12002570552,4,Approval Completed,Approved,03/06/2023 18:27
5279,5553,10,12002570548,1,DOC Registration,Approved,01/04/2023 7:26
5280,5553,15,12002570548,1,Quality Assurance (QAM),Approved,01/04/2023 8:24
5281,5553,20,12002570548,1,Data Entry,Approved,01/04/2023 14:36
5282,5553,30,12002570548,1,B/L Check,Approved,01/04/2023 14:36
5283,5553,40,12002570548,1,Application Check,Approved,01/04/2023 14:49
5284,5553,50,12002570548,1,Merchant Analyst,Approved,01/06/2023 15:29
5285,5553,61,12002570548,1,Member Bank Apprval 1,Approved,03/06/2023 18:26
5286,5553,70,12002570548,1,Approval Completed,Approved,01/12/2023 10:24
5287,5553,61,12002570548,2,Member Bank Apprval 1,Approved,03/02/2023 16:11
5288,5553,70,12002570548,2,Approval Completed,Approved,03/02/2023 16:11
5289,5553,61,12002570548,3,Member Bank Apprval 1,Approved,01/12/2023 10:24
5290,5553,70,12002570548,3,Approval Completed,Approved,03/03/2023 16:21
5291,5553,70,12002570548,4,Approval Completed,Approved,03/06/2023 18:26
5292,5554,10,12002570551,1,DOC Registration,Approved,01/04/2023 7:35
5293,5554,15,12002570551,1,Quality Assurance (QAM),Approved,01/04/2023 8:24
5294,5554,20,12002570551,1,Data Entry,Approved,01/04/2023 14:29
5295,5554,30,12002570551,1,B/L Check,Approved,01/04/2023 14:29
5296,5554,40,12002570551,1,Application Check,Approved,01/04/2023 14:54
5297,5554,50,12002570551,1,Merchant Analyst,Approved,01/09/2023 9:45
5298,5554,61,12002570551,1,Member Bank Apprval 1,Approved,03/06/2023 18:26
5299,5554,70,12002570551,1,Approval Completed,Approved,01/12/2023 10:24
5300,5554,61,12002570551,2,Member Bank Apprval 1,Approved,03/02/2023 16:28
5301,5554,70,12002570551,2,Approval Completed,Approved,03/02/2023 16:28
5302,5554,61,12002570551,3,Member Bank Apprval 1,Approved,01/12/2023 10:24
5303,5554,70,12002570551,3,Approval Completed,Approved,03/03/2023 16:21
5304,5554,70,12002570551,4,Approval Completed,Approved,03/06/2023 18:26
7261,5779,70,12002670221,2,Approval Completed,Approved,03/02/2023 15:04
7262,5779,61,12002670221,3,Member Bank Apprval 1,Approved,01/12/2023 9:55
7263,5779,70,12002670221,3,Approval Completed,Approved,03/03/2023 16:22
7264,5779,70,12002670221,4,Approval Completed,Approved,03/06/2023 17:37
7265,5783,10,12002670459,1,DOC Registration,Approved,01/05/2023 16:25
7266,5783,15,12002670459,1,Quality Assurance (QAM),Approved,01/06/2023 0:40
8783,5405,10,12002516155,1,DOC Registration,Approved,01/02/2023 18:02
8784,5405,15,12002516155,1,Quality Assurance (QAM),Approved,01/02/2023 18:02
8785,5405,20,12002516155,1,Data Entry,Approved,01/03/2023 9:41
8786,5405,30,12002516155,1,B/L Check,Approved,01/03/2023 9:41
8787,5405,40,12002516155,1,Application Check,Approved,01/03/2023 12:10
8788,5405,61,12002516155,1,Member Bank Apprval 1,Approved,01/04/2023 16:15
8789,5405,70,12002516155,1,Approval Completed,Approved,01/05/2023 21:12
8844,5412,10,12002516163,1,DOC Registration,Approved,01/02/2023 18:26
8845,5412,15,12002516163,1,Quality Assurance (QAM),Approved,01/03/2023 8:32
8846,5412,20,12002516163,1,Data Entry,Approved,01/03/2023 14:19
8847,5412,30,12002516163,1,B/L Check,Approved,01/03/2023 14:19
8848,5412,40,12002516163,1,Application Check,Approved,01/03/2023 18:09
8849,5412,50,12002516163,1,Merchant Analyst,Approved,01/05/2023 13:15
8850,5412,61,12002516163,1,Member Bank Apprval 1,Approved,02/23/2023 17:34
8851,5412,70,12002516163,1,Approval Completed,Approved,01/12/2023 10:22
8852,5412,61,12002516163,2,Member Bank Apprval 1,Approved,02/23/2023 17:42
