IDLOG,IDTRACKER,IDSTATUS,APLC_STATUS,APLC_AUTH,APLC_RSON,PROC_PGRS_SEQ_NO,DATA_CHNG_DTTM
7031,5762,10,DOC Registration,Approved,,1,1/5/2023 14:01
7032,5762,15,Quality Assurance (QAM),Approved,,1,1/5/2023 15:01
7033,5762,20,Data Entry,Approved,,1,1/6/2023 11:01
7034,5762,50,Merchant Analyst,Approved,,1,1/9/2023 1:01
7035,5762,61,Member Bank Apprval 1,Approved,,1,3/6/2023 17:03
7036,5762,70,Approval Completed,Approved,,1,1/12/2023 9:01
7037,5762,61,Member Bank Apprval 1,Approved,,2,3/2/2023 14:03
7038,5762,61,Member Bank Apprval 1,Approved,,3,1/12/2023 9:01
7039,5762,70,Approval Completed,Approved,,3,3/3/2023 16:03
7040,5763,10,DOC Registration,Approved,,1,1/5/2023 14:01
7041,5763,15,Quality Assurance (QAM),Approved,,1,1/5/2023 15:01
7042,5763,20,Data Entry,Approved,,1,1/6/2023 7:01
7043,5763,30,B/L Check,Approved,,1,1/6/2023 7:01
7044,5763,40,Application Check,Approved,,1,1/6/2023 8:01
7045,5763,50,Merchant Analyst,Approved,,1,1/8/2023 23:01
7046,5763,61,Member Bank Apprval 1,Approved,,1,3/6/2023 17:03
7047,5763,61,Member Bank Apprval 1,Approved,,2,3/2/2023 14:03
7048,5763,61,Member Bank Apprval 1,Approved,,3,1/12/2023 9:01
7049,5763,70,Approval Completed,Approved,,3,3/3/2023 16:03
7050,5764,10,DOC Registration,Approved,,1,1/5/2023 14:01
7051,5764,15,Quality Assurance (QAM),Approved,,1,1/5/2023 15:01
7052,5764,20,Data Entry,Approved,,1,1/6/2023 12:01
7053,5764,30,B/L Check,Approved,,1,1/6/2023 12:01
7054,5764,40,Application Check,Approved,,1,1/6/2023 20:01
7055,5764,50,Merchant Analyst,Approved,,1,1/9/2023 22:01
7056,5764,61,Member Bank Apprval 1,Approved,,1,3/6/2023 17:03
7057,5764,61,Member Bank Apprval 1,Approved,,2,3/2/2023 14:03
7058,5764,61,Member Bank Apprval 1,Approved,,3,1/12/2023 9:01
7059,5764,70,Approval Completed,Approved,,3,3/3/2023 16:03
7060,5765,10,DOC Registration,Approved,,1,1/5/2023 14:01
7061,5765,15,Quality Assurance (QAM),Approved,,1,1/5/2023 14:01
7062,5765,20,Data Entry,Approved,,1,1/6/2023 7:01
7063,5765,30,B/L Check,Approved,,1,1/6/2023 7:01
7064,5765,40,Application Check,Approved,,1,1/6/2023 20:01
7065,5765,50,Merchant Analyst,Approved,,1,1/10/2023 13:01
2624,5926,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
2625,5926,70,Approval Completed,Approved,,3,2/17/2023 21:02
2626,5926,70,Approval Completed,Approved,,4,2/17/2023 21:02
2637,5927,70,Approval Completed,,,5,2/17/2023 21:02
2668,5930,70,Approval Completed,,,5,2/20/2023 21:02
15898,8000,70,Approval Completed,,,2,3/2/2023 20:03
15899,8001,10,DOC Registration,Approved,,1,3/1/2023 10:03
15900,8001,20,Data Entry,Approved,,1,3/1/2023 14:03
15901,8001,30,B/L Check,Approved,,1,3/1/2023 14:03
15902,8001,40,Application Check,Approved,,1,3/1/2023 16:03
15903,8001,50,Merchant Analyst,Approved,,1,3/3/2023 16:03
15904,8001,61,Member Bank Apprval 1,Approved,,1,3/6/2023 11:03
15905,8001,70,Approval Completed,,,2,3/7/2023 21:03
15906,8002,10,DOC Registration,Approved,,1,3/1/2023 10:03
15907,8002,15,Quality Assurance (QAM),Approved,,1,3/1/2023 10:03
15908,8002,20,Data Entry,Approved,,1,3/1/2023 14:03
15909,8002,61,Member Bank Apprval 1,Approved,,1,3/6/2023 10:03
15910,8002,50,Merchant Analyst,Approved,,2,3/3/2023 16:03
15911,8002,70,Approval Completed,,,2,3/7/2023 21:03
15912,8003,30,B/L Check,Approved,,1,3/1/2023 12:03
15913,8003,40,Application Check,Approved,,1,3/1/2023 12:03
15914,8003,50,Merchant Analyst,Approved,,1,3/1/2023 14:03
15915,8003,61,Member Bank Apprval 1,Approved,,1,3/1/2023 15:03
15916,8003,70,Approval Completed,Approved,,1,3/1/2023 15:03
15917,8004,10,DOC Registration,Approved,,1,3/1/2023 11:03
15918,8004,20,Data Entry,Approved,,1,3/1/2023 14:03
15919,8004,30,B/L Check,Approved,,1,3/1/2023 14:03
15920,8004,40,Application Check,Approved,,1,3/1/2023 16:03
15921,8004,50,Merchant Analyst,Approved,,1,3/3/2023 9:03
15922,8004,70,Approval Completed,Approved,,1,3/9/2023 15:03
15923,8005,10,DOC Registration,Approved,,1,3/1/2023 11:03
15924,8005,30,B/L Check,Approved,,1,3/1/2023 13:03
15925,8005,40,Application Check,Approved,,1,3/1/2023 13:03
15926,8005,61,Member Bank Apprval 1,Approved,,1,3/3/2023 12:03
15927,8005,20,Data Entry,Approved,,2,3/2/2023 15:03
15928,8005,30,B/L Check,Approved,,2,3/2/2023 15:03
15929,8005,40,Application Check,Approved,,2,3/2/2023 15:03
15930,8005,70,Approval Completed,,,2,3/6/2023 18:03
15931,8006,10,DOC Registration,Approved,,1,3/1/2023 11:03
15932,8006,61,Member Bank Apprval 1,Approved,,1,3/1/2023 14:03
15933,8006,70,Approval Completed,,,2,3/3/2023 16:03
15934,8007,30,B/L Check,Approved,,1,3/1/2023 14:03
15935,8007,40,Application Check,Approved,,1,3/1/2023 14:03
15936,8007,50,Merchant Analyst,Approved,,1,3/3/2023 9:03
15937,8007,70,Approval Completed,Approved,,1,3/9/2023 16:03
15938,8008,20,Data Entry,Approved,,1,3/1/2023 13:03
15939,8008,50,Merchant Analyst,Returned,Uncompleted Documents,1,3/2/2023 21:03
15940,8008,70,Approval Completed,Approved,,1,3/9/2023 16:03
15941,8008,50,Merchant Analyst,Approved,,2,3/5/2023 9:03
15942,8009,20,Data Entry,Approved,,1,3/1/2023 14:03
15943,8009,10,DOC Registration,Approved,,2,3/6/2023 8:03
15944,8009,20,Data Entry,Approved,,2,3/1/2023 15:03
15945,8009,50,Merchant Analyst,Returned,Application,2,3/6/2023 17:03
15946,8009,20,Data Entry,Approved,,3,3/1/2023 16:03
15947,8009,30,B/L Check,Approved,,3,3/1/2023 16:03
15948,8009,40,Application Check,Approved,,3,3/1/2023 16:03
15949,8009,20,Data Entry,Approved,,5,3/7/2023 7:03
15950,8010,15,Quality Assurance (QAM),Approved,,1,3/1/2023 12:03
15951,8010,50,Merchant Analyst,Returned,Application,1,3/2/2023 14:03
15952,8010,61,Member Bank Apprval 1,Approved,,1,3/3/2023 12:03
15953,8010,20,Data Entry,Approved,,2,3/1/2023 14:03
15954,8010,20,Data Entry,Approved,,3,3/2/2023 14:03
15955,8011,15,Quality Assurance (QAM),Approved,,1,3/1/2023 12:03
15956,8011,50,Merchant Analyst,Returned,Application,1,3/2/2023 14:03
15957,8011,61,Member Bank Apprval 1,Approved,,1,3/3/2023 12:03
15958,8011,50,Merchant Analyst,Approved,,2,3/2/2023 16:03
15959,8011,70,Approval Completed,,,2,3/8/2023 16:03
15960,8012,50,Merchant Analyst,Returned,Application,1,3/2/2023 15:03
15961,8012,30,B/L Check,Approved,,2,3/2/2023 15:03
15962,8012,40,Application Check,Approved,,2,3/2/2023 16:03
15963,8012,70,Approval Completed,,,2,3/6/2023 18:03
15964,8013,20,Data Entry,Approved,,1,3/2/2023 8:03
15965,8013,61,Member Bank Apprval 1,Approved,,1,3/3/2023 12:03
15966,8013,70,Approval Completed,Approved,,1,3/7/2023 17:03
15967,8013,20,Data Entry,Approved,,2,3/2/2023 15:03
15968,8014,15,Quality Assurance (QAM),Approved,,1,3/1/2023 12:03
15969,8014,20,Data Entry,Approved,,1,3/2/2023 7:03
15970,8014,61,Member Bank Apprval 1,Approved,,1,3/3/2023 12:03
15971,8015,10,DOC Registration,Approved,,1,3/1/2023 12:03
15972,8015,15,Quality Assurance (QAM),Approved,,1,3/1/2023 12:03
15973,8015,20,Data Entry,Approved,,1,3/2/2023 9:03
15974,8015,50,Merchant Analyst,Returned,Application,1,3/2/2023 15:03
15975,8015,61,Member Bank Apprval 1,Approved,,1,3/3/2023 12:03
15976,8015,30,B/L Check,Approved,,2,3/2/2023 15:03
15977,8015,40,Application Check,Approved,,2,3/2/2023 16:03
15978,8016,20,Data Entry,Approved,,1,3/2/2023 9:03
15979,8016,40,Application Check,Approved,,1,3/2/2023 14:03
15980,7996,10,DOC Registration,Approved,,1,3/1/2023 9:03
15981,7996,20,Data Entry,Approved,,1,3/2/2023 6:03
15982,7996,30,B/L Check,Approved,,1,3/2/2023 6:03
15983,7996,40,Application Check,Returned,Application,1,3/2/2023 8:03
15984,7996,50,Merchant Analyst,Approved,,1,3/2/2023 11:03
15985,7996,30,B/L Check,Approved,,2,3/2/2023 10:03
15986,7996,40,Application Check,Approved,,2,3/2/2023 10:03
15987,7996,70,Approval Completed,Approved,,1,3/13/2023 19:03
15988,7996,20,Data Entry,Approved,,2,3/2/2023 10:03
13294,7870,30,B/L Check,Approved,,1,2/27/2023 11:02
13295,7870,40,Application Check,Approved,,1,2/27/2023 13:02
13296,7870,70,Approval Completed,,,2,3/7/2023 14:03
13297,7871,10,DOC Registration,Approved,,1,2/24/2023 17:02
13298,7871,15,Quality Assurance (QAM),Approved,,1,2/24/2023 17:02
13299,7871,20,Data Entry,Approved,,1,2/25/2023 15:02
13300,7872,10,DOC Registration,Approved,,1,2/24/2023 17:02
13301,7871,30,B/L Check,Approved,,1,2/25/2023 15:02
13302,7871,40,Application Check,Approved,,1,2/25/2023 15:02
13303,7871,61,Member Bank Apprval 1,Approved,,1,2/27/2023 10:02
13304,7879,50,Merchant Analyst,,,1,2/25/2023 15:02
13305,7879,61,Member Bank Apprval 1,Returned,Uncompleted Documents,1,2/26/2023 7:02
13306,7872,15,Quality Assurance (QAM),Approved,,1,2/24/2023 17:02
13307,7872,20,Data Entry,Approved,,1,2/27/2023 6:02
13308,7872,61,Member Bank Apprval 1,Approved,,1,2/28/2023 11:02
13309,7872,30,B/L Check,Approved,,3,2/27/2023 17:02
13310,7875,50,Merchant Analyst,Returned,Uncompleted Documents,1,3/2/2023 16:03
13311,7872,20,Data Entry,Approved,,3,2/27/2023 17:02
13312,7872,40,Application Check,Approved,,3,2/27/2023 17:02
13313,7873,10,DOC Registration,Approved,,1,2/24/2023 17:02
13314,7873,15,Quality Assurance (QAM),Approved,,1,2/24/2023 17:02
13315,7873,20,Data Entry,Approved,,1,2/27/2023 11:02
13316,7874,10,DOC Registration,Approved,,1,2/24/2023 17:02
13317,7874,15,Quality Assurance (QAM),Approved,,1,2/24/2023 17:02
13318,7874,20,Data Entry,Approved,,1,2/27/2023 12:02
13319,7873,30,B/L Check,Approved,,1,2/27/2023 11:02
13320,7873,40,Application Check,Approved,,1,2/27/2023 11:02
13321,7873,70,Approval Completed,,,2,2/27/2023 16:02
13322,7874,70,Approval Completed,,,2,2/28/2023 14:02
13323,7875,10,DOC Registration,Approved,,1,2/24/2023 18:02
13324,7875,15,Quality Assurance (QAM),Approved,,1,2/24/2023 19:02
13325,7876,10,DOC Registration,Approved,,1,2/24/2023 18:02
13326,7876,15,Quality Assurance (QAM),Approved,,1,2/24/2023 18:02
13327,7877,10,DOC Registration,Approved,,1,2/24/2023 18:02
13328,7877,15,Quality Assurance (QAM),Approved,,1,2/24/2023 18:02
13329,7875,61,Member Bank Apprval 1,Approved,,1,3/23/2023 15:03
13330,7875,70,Approval Completed,Approved,,1,3/23/2023 15:03
13331,7875,15,Quality Assurance (QAM),Approved,,2,3/14/2023 11:03
13332,7876,15,Quality Assurance (QAM),Approved,,2,3/14/2023 11:03
13333,7875,20,Data Entry,Approved,,2,3/14/2023 11:03
13334,7875,30,B/L Check,Approved,,2,3/14/2023 11:03
13335,7875,40,Application Check,Approved,,2,3/14/2023 12:03
13336,7875,50,Merchant Analyst,Returned,Uncompleted Documents,2,3/15/2023 18:03
13337,7875,15,Quality Assurance (QAM),Approved,,3,3/16/2023 16:03
13338,7876,50,Merchant Analyst,Returned,Uncompleted Documents,1,3/1/2023 7:03
13339,7876,70,Approval Completed,Approved,,1,3/15/2023 22:03
13340,7876,10,DOC Registration,Approved,,2,3/14/2023 8:03
13341,7876,20,Data Entry,Approved,,2,3/14/2023 11:03
13342,7876,30,B/L Check,Approved,,2,3/14/2023 11:03
13343,7876,40,Application Check,Approved,,2,3/14/2023 11:03
13344,7876,50,Merchant Analyst,Approved,,2,3/15/2023 12:03
13345,7877,10,DOC Registration,Approved,,2,3/14/2023 8:03
13346,7877,15,Quality Assurance (QAM),Approved,,2,3/14/2023 11:03
13347,7877,20,Data Entry,Approved,,2,3/14/2023 11:03
13348,7877,50,Merchant Analyst,Approved,,2,3/16/2023 7:03
13349,7878,10,DOC Registration,Approved,,1,2/24/2023 20:02
13350,7878,15,Quality Assurance (QAM),Approved,,1,2/24/2023 20:02
13351,7878,20,Data Entry,Approved,,1,2/24/2023 22:02
13352,7878,30,B/L Check,Approved,,1,2/24/2023 22:02
13353,7878,40,Application Check,Returned,Application,1,2/24/2023 22:02
13354,7878,61,Member Bank Apprval 1,Approved,,1,2/25/2023 10:02
13355,7878,20,Data Entry,Approved,,2,2/24/2023 22:02
13356,7878,30,B/L Check,Approved,,2,2/24/2023 22:02
13357,7878,40,Application Check,Approved,,2,2/24/2023 22:02
13358,7878,70,Approval Completed,Approved,,1,2/26/2023 20:02
13359,7878,70,Approval Completed,,,2,2/26/2023 20:02
13360,7879,10,DOC Registration,Approved,,1,2/25/2023 11:02
13361,7879,15,Quality Assurance (QAM),Approved,,1,2/25/2023 11:02
13362,7879,20,Data Entry,Approved,,1,2/25/2023 15:02
13363,7879,30,B/L Check,Approved,,1,2/25/2023 15:02
13364,7879,40,Application Check,Approved,,1,2/25/2023 15:02
13365,7879,70,Approval Completed,Approved,,1,2/28/2023 15:02
13366,7879,10,DOC Registration,Approved,,2,2/26/2023 7:02
13367,7879,15,Quality Assurance (QAM),Approved,,2,2/26/2023 7:02
13368,7879,20,Data Entry,Approved,,2,2/26/2023 8:02
13369,7879,30,B/L Check,Approved,,2,2/26/2023 8:02
13370,7879,40,Application Check,Approved,,2,2/26/2023 8:02
13371,7879,61,Member Bank Apprval 1,Approved,,2,2/26/2023 8:02
641,6208,70,Approval Completed,Approved,,1,1/18/2023 10:01
642,6209,70,Approval Completed,Approved,,1,1/18/2023 10:01
643,6210,70,Approval Completed,Approved,,1,1/18/2023 10:01
644,6211,70,Approval Completed,Approved,,1,1/18/2023 10:01
645,6212,70,Approval Completed,Approved,,1,1/18/2023 10:01
646,6213,70,Approval Completed,Approved,,1,1/18/2023 10:01
647,6214,70,Approval Completed,Approved,,1,1/18/2023 10:01
648,6215,70,Approval Completed,Approved,,1,1/18/2023 10:01
649,6216,70,Approval Completed,Approved,,1,1/18/2023 10:01
650,6217,70,Approval Completed,Approved,,1,1/18/2023 10:01
651,6218,70,Approval Completed,Approved,,1,1/18/2023 10:01
3815,6024,70,Approval Completed,,,2,1/14/2023 11:01
3816,6025,30,B/L Check,Approved,,1,1/11/2023 13:01
3817,6025,40,Application Check,Approved,,1,1/11/2023 14:01
3818,6026,30,B/L Check,Approved,,1,1/11/2023 13:01
3819,6026,40,Application Check,Approved,,1,1/11/2023 18:01
3820,6025,61,Member Bank Apprval 1,Approved,,1,1/13/2023 20:01
3821,6025,70,Approval Completed,Approved,,1,1/16/2023 21:01
3822,6028,70,Approval Completed,Approved,,1,1/17/2023 16:01
3823,6029,70,Approval Completed,Approved,,1,1/17/2023 16:01
3824,6025,20,Data Entry,Approved,,2,1/13/2023 10:01
3825,6025,30,B/L Check,Approved,,2,1/13/2023 10:01
3826,6025,40,Application Check,Approved,,2,1/13/2023 12:01
3827,6025,70,Approval Completed,,,2,1/16/2023 21:01
3828,6026,70,Approval Completed,,,2,1/19/2023 15:01
3829,6027,10,DOC Registration,Approved,,1,1/11/2023 12:01
3830,6027,15,Quality Assurance (QAM),Approved,,1,1/11/2023 12:01
3831,6027,20,Data Entry,Approved,,1,1/11/2023 19:01
3832,6027,70,Approval Completed,,,2,1/12/2023 18:01
3833,6028,20,Data Entry,Approved,,1,1/12/2023 7:01
3834,6028,30,B/L Check,Approved,,1,1/12/2023 7:01
3835,6028,40,Application Check,Approved,,1,1/12/2023 12:01
3836,6028,61,Member Bank Apprval 1,Approved,,1,1/13/2023 19:01
3837,6028,30,B/L Check,Approved,,2,1/13/2023 5:01
3838,6028,40,Application Check,Approved,,2,1/13/2023 13:01
3839,6028,50,Merchant Analyst,Approved,,2,1/13/2023 15:01
3840,6029,50,Merchant Analyst,Approved,,2,1/13/2023 14:01
3841,6028,70,Approval Completed,,,2,1/17/2023 16:01
3842,6029,70,Approval Completed,,,2,1/17/2023 16:01
3843,6029,10,DOC Registration,Approved,,1,1/11/2023 15:01
3844,6029,15,Quality Assurance (QAM),Approved,,1,1/11/2023 16:01
3845,6029,20,Data Entry,Approved,,1,1/12/2023 6:01
3846,6029,30,B/L Check,Approved,,1,1/12/2023 6:01
3847,6029,40,Application Check,Approved,,1,1/12/2023 9:01
3848,6029,50,Merchant Analyst,Returned,Application,1,1/13/2023 10:01
3849,6029,61,Member Bank Apprval 1,Approved,,1,1/13/2023 19:01
3850,6029,20,Data Entry,Approved,,2,1/13/2023 10:01
3851,6029,30,B/L Check,Approved,,2,1/13/2023 10:01
3852,6029,40,Application Check,Approved,,2,1/13/2023 13:01
3853,6030,10,DOC Registration,Approved,,1,1/11/2023 18:01
3854,6030,15,Quality Assurance (QAM),Approved,,1,1/11/2023 21:01
3855,6031,10,DOC Registration,Approved,,1,1/11/2023 18:01
3856,6031,15,Quality Assurance (QAM),Approved,,1,1/11/2023 21:01
3857,6030,30,B/L Check,Approved,,1,1/12/2023 15:01
3858,6030,40,Application Check,Approved,,1,1/12/2023 16:01
3859,6030,50,Merchant Analyst,Returned,Uncompleted Documents,1,1/16/2023 8:01
3860,6030,61,Member Bank Apprval 1,Approved,,1,1/30/2023 10:01
3861,6030,70,Approval Completed,Approved,,1,1/30/2023 10:01
3862,6030,10,DOC Registration,Approved,,2,1/24/2023 10:01
3863,6031,10,DOC Registration,Approved,,2,1/24/2023 10:01
3864,6030,15,Quality Assurance (QAM),Approved,,2,1/24/2023 10:01
3865,6031,15,Quality Assurance (QAM),Approved,,2,1/24/2023 10:01
3866,6030,20,Data Entry,Approved,,2,1/24/2023 11:01
3867,6031,20,Data Entry,Approved,,2,1/24/2023 10:01
3868,6030,30,B/L Check,Approved,,2,1/24/2023 11:01
3869,6030,40,Application Check,Approved,,2,1/24/2023 13:01
3870,6030,50,Merchant Analyst,Returned,Application,2,1/25/2023 10:01
3871,6030,20,Data Entry,Approved,,3,1/25/2023 11:01
3872,6030,30,B/L Check,Approved,,3,1/25/2023 11:01
3873,6030,40,Application Check,Approved,,3,1/25/2023 13:01
3874,6030,50,Merchant Analyst,Approved,,3,1/26/2023 13:01
3875,6031,20,Data Entry,Approved,,1,1/12/2023 12:01
3876,6031,30,B/L Check,Approved,,1,1/12/2023 12:01
3877,6031,40,Application Check,Approved,,1,1/12/2023 18:01
3878,6031,50,Merchant Analyst,Returned,Uncompleted Documents,1,1/16/2023 8:01
5335,5556,40,Application Check,Returned,Application,1,1/4/2023 15:01
5336,5556,70,Approval Completed,Approved,,1,1/12/2023 10:01
5337,5556,20,Data Entry,Approved,,2,1/4/2023 16:01
5338,5556,70,Approval Completed,Approved,,2,3/6/2023 18:03
5339,5556,70,Approval Completed,Approved,,3,3/6/2023 18:03
5340,5556,70,Approval Completed,Approved,,4,3/6/2023 19:03
5341,5557,10,DOC Registration,Approved,,1,1/4/2023 7:01
6705,5711,70,Approval Completed,Approved,,3,2/22/2023 21:02
6706,5711,70,Approval Completed,Approved,,4,2/22/2023 21:02
6707,5711,70,Approval Completed,,,5,2/22/2023 21:02
6708,5712,10,DOC Registration,Approved,,1,1/5/2023 9:01
6709,5712,15,Quality Assurance (QAM),Approved,,1,1/5/2023 9:01
6710,5712,20,Data Entry,Approved,,1,1/5/2023 14:01
6711,5712,30,B/L Check,Approved,,1,1/5/2023 14:01
6712,5712,40,Application Check,Approved,,1,1/5/2023 14:01
6713,5712,50,Merchant Analyst,Approved,,1,1/9/2023 13:01
6714,5712,61,Member Bank Apprval 1,Approved,,1,1/19/2023 18:01
6715,5712,70,Approval Completed,Approved,,1,2/22/2023 21:02
6716,5712,61,Member Bank Apprval 1,Approved,,2,1/19/2023 16:01
6717,5712,70,Approval Completed,Approved,,2,2/22/2023 21:02
6718,5712,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
6719,5712,70,Approval Completed,Approved,,3,2/22/2023 21:02
6720,5712,70,Approval Completed,Approved,,4,2/22/2023 21:02
6721,5712,70,Approval Completed,,,5,2/22/2023 21:02
6722,5713,10,DOC Registration,Approved,,1,1/5/2023 9:01
6723,5713,30,B/L Check,Approved,,1,1/5/2023 13:01
6724,5713,40,Application Check,Approved,,1,1/5/2023 14:01
2638,5928,10,DOC Registration,Approved,,1,1/9/2023 10:01
2639,5928,15,Quality Assurance (QAM),Approved,,1,1/9/2023 10:01
2640,5928,30,B/L Check,Approved,,1,1/9/2023 13:01
2641,5928,40,Application Check,Approved,,1,1/9/2023 18:01
2642,5928,50,Merchant Analyst,Approved,,1,1/11/2023 15:01
2643,5928,61,Member Bank Apprval 1,Approved,,1,1/19/2023 18:01
2644,5928,70,Approval Completed,Approved,,1,2/16/2023 15:02
2645,5928,61,Member Bank Apprval 1,Approved,,2,1/19/2023 17:01
2646,5928,70,Approval Completed,Approved,,2,2/16/2023 15:02
2647,5928,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
2648,5928,70,Approval Completed,Approved,,3,2/16/2023 15:02
2649,5928,70,Approval Completed,Approved,,4,2/16/2023 15:02
2650,5929,10,DOC Registration,Approved,,1,1/9/2023 10:01
2651,5929,15,Quality Assurance (QAM),Approved,,1,1/9/2023 10:01
2652,5929,50,Merchant Analyst,Approved,,1,1/11/2023 9:01
2653,5929,61,Member Bank Apprval 1,Approved,,1,1/19/2023 18:01
2654,5929,70,Approval Completed,Approved,,1,2/16/2023 21:02
2655,5929,61,Member Bank Apprval 1,Approved,,2,1/19/2023 17:01
2656,5929,70,Approval Completed,Approved,,2,2/16/2023 21:02
2657,5929,70,Approval Completed,Approved,,3,2/16/2023 21:02
2658,5929,70,Approval Completed,Approved,,4,2/16/2023 21:02
2659,5930,15,Quality Assurance (QAM),Approved,,1,1/9/2023 10:01
2660,5930,30,B/L Check,Approved,,1,1/9/2023 14:01
2661,5930,50,Merchant Analyst,Approved,,1,1/10/2023 11:01
2662,5930,70,Approval Completed,Approved,,1,2/20/2023 21:02
2663,5930,61,Member Bank Apprval 1,Approved,,2,1/19/2023 17:01
2664,5930,70,Approval Completed,Approved,,2,2/20/2023 21:02
2665,5930,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
2666,5930,70,Approval Completed,Approved,,3,2/20/2023 21:02
2667,5930,70,Approval Completed,Approved,,4,2/20/2023 21:02
2669,5931,10,DOC Registration,Approved,,1,1/9/2023 10:01
2670,5931,50,Merchant Analyst,Approved,,1,1/11/2023 14:01
2671,5931,61,Member Bank Apprval 1,Approved,,1,1/19/2023 18:01
2672,5931,70,Approval Completed,Approved,,1,2/17/2023 21:02
2673,5931,61,Member Bank Apprval 1,Approved,,2,1/19/2023 16:01
2674,5931,70,Approval Completed,Approved,,2,2/17/2023 21:02
2675,5931,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
2676,5931,70,Approval Completed,,,5,2/17/2023 21:02
2677,5932,30,B/L Check,Approved,,1,1/9/2023 13:01
2678,5932,40,Application Check,Approved,,1,1/9/2023 14:01
2679,5932,50,Merchant Analyst,Approved,,1,1/11/2023 9:01
2680,5932,61,Member Bank Apprval 1,Approved,,1,1/19/2023 18:01
2681,5932,70,Approval Completed,Approved,,1,2/17/2023 21:02
2682,5932,61,Member Bank Apprval 1,Approved,,2,1/19/2023 16:01
2683,5932,70,Approval Completed,Approved,,2,2/17/2023 21:02
2684,5932,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
2685,5932,70,Approval Completed,,,5,2/17/2023 21:02
2686,5933,30,B/L Check,Approved,,1,1/9/2023 13:01
2687,5933,70,Approval Completed,Approved,,1,1/12/2023 11:01
2688,5933,70,Approval Completed,Approved,,2,3/27/2023 15:03
2689,5933,70,Approval Completed,Approved,,3,3/27/2023 15:03
2690,5933,70,Approval Completed,Approved,,4,3/27/2023 16:03
2691,5934,20,Data Entry,Approved,,1,1/9/2023 14:01
2692,5934,50,Merchant Analyst,Approved,,1,1/11/2023 10:01
2693,5934,61,Member Bank Apprval 1,Approved,,1,3/27/2023 15:03
2694,5934,70,Approval Completed,Approved,,1,1/12/2023 11:01
2695,5934,61,Member Bank Apprval 1,Approved,,2,3/27/2023 16:03
2696,5934,70,Approval Completed,Approved,,2,3/27/2023 15:03
2697,5934,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
2698,5934,70,Approval Completed,Approved,,3,3/27/2023 15:03
2699,5934,70,Approval Completed,Approved,,4,3/27/2023 16:03
2700,5935,10,DOC Registration,Approved,,1,1/9/2023 11:01
2701,5935,20,Data Entry,Approved,,1,1/9/2023 14:01
2702,5935,50,Merchant Analyst,Approved,,1,1/11/2023 15:01
2703,5935,61,Member Bank Apprval 1,Approved,,1,3/27/2023 15:03
2704,5935,70,Approval Completed,Approved,,1,1/12/2023 11:01
2705,5935,61,Member Bank Apprval 1,Approved,,2,3/27/2023 16:03
2706,5935,70,Approval Completed,Approved,,2,3/27/2023 15:03
2707,5935,61,Member Bank Apprval 1,Approved,,3,1/12/2023 11:01
2708,5935,70,Approval Completed,Approved,,3,3/27/2023 15:03
2709,5935,70,Approval Completed,Approved,,4,3/27/2023 16:03
2710,5936,20,Data Entry,Approved,,1,1/9/2023 13:01
2711,5936,30,B/L Check,Approved,,1,1/9/2023 13:01
2712,5936,40,Application Check,Approved,,1,1/9/2023 17:01
2713,5936,50,Merchant Analyst,Approved,,1,1/11/2023 14:01
4166,6052,30,B/L Check,Approved,,1,1/13/2023 9:01
4167,6052,40,Application Check,Approved,,1,1/13/2023 9:01
4168,6052,61,Member Bank Apprval 1,Approved,,1,1/13/2023 10:01
4169,6053,30,B/L Check,Approved,,1,1/13/2023 13:01
4170,6053,40,Application Check,Approved,,1,1/13/2023 15:01
4171,6055,30,B/L Check,Approved,,1,1/13/2023 13:01
4172,6055,40,Application Check,Approved,,1,1/13/2023 15:01
4173,6053,70,Approval Completed,Approved,,1,1/16/2023 21:01
4174,6054,70,Approval Completed,Approved,,1,1/16/2023 21:01
4175,6054,30,B/L Check,Approved,,1,1/13/2023 13:01
4176,6054,40,Application Check,Approved,,1,1/13/2023 14:01
4177,6055,10,DOC Registration,Approved,,1,1/13/2023 9:01
4178,6055,20,Data Entry,Approved,,1,1/13/2023 13:01
4179,6055,61,Member Bank Apprval 1,Approved,,1,1/17/2023 9:01
4180,6055,70,Approval Completed,Approved,,1,1/19/2023 16:01
15989,8014,50,Merchant Analyst,Returned,Application,1,3/2/2023 14:03
15990,7997,30,B/L Check,Approved,,1,3/1/2023 9:03
15991,7997,40,Application Check,Returned,Application,1,3/1/2023 9:03
15992,7998,30,B/L Check,Approved,,1,3/1/2023 9:03
15993,7998,40,Application Check,Approved,,1,3/1/2023 9:03
15994,7997,61,Member Bank Apprval 1,Approved,,1,3/1/2023 10:03
15995,7997,20,Data Entry,Approved,,2,3/1/2023 9:03
15996,7997,30,B/L Check,Approved,,2,3/1/2023 9:03
15997,7997,40,Application Check,Approved,,2,3/1/2023 9:03
15998,7998,61,Member Bank Apprval 1,Approved,,1,3/1/2023 10:03
