IDTRACKER,APLC_SEQ_NO,MID,TID,MERCHANT NAME,CITY,PROSES PENGAJUAN APLIKASI,TGL APLIKASI MASUK,STATUS APLIKASI,STATUS WR,STATUS WO,PROVIDER_TYP,TMNL_STATUS,TMNL_MODEL,SNO,MER_DTL_ADDR1,MER_DTL_ADDR2,MER_DTL_ADDR3,MID_BRI,MID_BNI,MID_BTN,MID_ASTRAPAY,MID_DANAMON,MID_BSI,MID_OCBC,TID_BRI,TID_BNI,TID_BTN,TID_ASTRAPAY,TID_DANAMON,TID_BSI,TID_OCBC,MEMBER_BANK,DATA_CHNG_DTTM
434,12002947542,71134120449,74586706,SPBU REST AREA KM 792 A,Pasuruan (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,REST AREA KM 792 A JALAN TOL GEMPOL - PASURUAN,AREA SAWAH KEL SUNGI KULON KEC POHJENTREK,PASURUAN,,'000100208901020,2.00711E+14,,,,,,,20031558,,,,,SINGLE BTN,15-JAN-23 09.04.29.078000000 PM
435,12002947566,71134120542,74586709,SPBU REST AREA KM 792 B,Pasuruan (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,REST AREA KM 792 B JALAN TOL GEMPOL - PASURUAN,AREA SAWAH KEL SUNGI KULON KEC POHJENTREK,PASURUAN,,'000100208901021,2.00711E+14,,,,,,,20031561,,,,,SINGLE BTN,15-JAN-23 09.03.51.982000000 PM
436,12002950671,71136170997,74611783,HOTEL SANTIKA SEMINYAK - PAYMENT LINK,Badung (Kab),Approved,2012023,Approval Completed,,,None,On Operation,,,JL SUNSET ROAD NO 17,KEL SEMINYAK KEC KUTA,BADUNG,,'000100208005456,,,,,,,,,,,,,SINGLE BMRI,20-JAN-23 10.25.12.183000000 AM
437,12002970513,71133921902,74584542,EMPAL GENTONG KRUCUK MBL,Cirebon (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,JL SLAMET RIYADI NO 5,KEL PAJAJARAN KEC KEJAKSAN,CIREBON,,'000100203901193,'000,,,,,,4463904,,,,,,SINGLE BNI,13-JAN-23 11.34.19.838000000 PM
438,12002970560,71134211260,74587933,KRISNA OLEH-OLEH SUNSET ROAD,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,JL SUNSET ROAD ARIANBASE,KEL KUTA KEC KUTA,BADUNG,,'000100214903228,2.00711E+14,,,,,,,20031567,,,,,SINGLE BTN,16-JAN-23 09.32.08.226000000 PM
439,12002970560,71134211260,74587934,KRISNA OLEH-OLEH SUNSET ROAD,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,JL SUNSET ROAD ARIANBASE,KEL KUTA KEC KUTA,BADUNG,,'000100207900982,2.00711E+14,,,,,,,20031568,,,,,SINGLE BTN,16-JAN-23 09.32.08.410000000 PM
440,12002970675,71134856217,74593684,APOTEK KAIROS FARMA,Kupang (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,JL AINIBA RAYA I,KEL NEFONAEK KEC KOTA LAMA,KUPANG,,'000100202900703,2.00711E+14,,,,,,,20031578,,,,,SINGLE BTN,19-JAN-23 04.24.09.560000000 PM
441,12002970707,71134997671,74598715,DWIDAYATOUR.CO.ID AEON MALL,Tangerang (Kab),Approved,2012023,Approval Completed,,,None,On Operation,,,"AEON MALL BSD CITY, LT.3 UNIT 35","JL.BSD RAYA UTAMA, PAGEDANGAN",TANGERANG,,'000100202900702,,,,,,,,,,,,,SINGLE BMRI,17-JAN-23 03.29.12.116000000 PM
442,12002970707,71134997671,74598718,DWIDAYATOUR.CO.ID AEON MALL,Tangerang (Kab),Approved,2012023,Approval Completed,,,None,On Operation,,,"AEON MALL BSD CITY, LT.3 UNIT 35","JL.BSD RAYA UTAMA, PAGEDANGAN",TANGERANG,,'000100209901223,,,,,,,,,,,,,SINGLE BMRI,17-JAN-23 03.29.12.141000000 PM
443,12002971552,71134933609,74596844,DWIDAYATOUR.CO.ID AEON MALL - PB 3,Tangerang (Kab),Approved,2012023,Approval Completed,,,None,On Operation,,,AEON MALL BSD CITY LT 3 UNIT 35,JL BSD RAYA UTAMA KEC PAGEDANGAN,TANGERANG,,'000100207900998,,,,,,,,,,,,,SINGLE BMRI,17-JAN-23 12.03.26.530000000 PM
444,12002971552,71134933609,74596847,DWIDAYATOUR.CO.ID AEON MALL - PB 3,Tangerang (Kab),Approved,2012023,Approval Completed,,,None,On Operation,,,AEON MALL BSD CITY LT 3 UNIT 35,JL BSD RAYA UTAMA KEC PAGEDANGAN,TANGERANG,,'000100211900820,,,,,,,,,,,,,SINGLE BMRI,17-JAN-23 12.03.26.557000000 PM
445,12002971558,71134997764,74598722,DWIDAYATOUR.CO.ID AEON MALL - PB 6,Tangerang (Kab),Approved,2012023,Approval Completed,,,None,On Operation,,,"AEON MALL BSD CITY, LT.3 UNIT 35","JL.BSD RAYA UTAMA, PAGEDANGAN",TANGERANG,,'000100203901192,,,,,,,,,,,,,SINGLE BMRI,17-JAN-23 03.29.52.490000000 PM
446,12002971604,71135399945,74604257,OTTOPAY*WIRAENERGI,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,,,None,On Operation,,,SOHO PODOMORO CITY 4009,JL. LETJEN S. PARMAN KAV. 28 RT 000 RW 000,KEC GROGOL PETAMBURAN JAKARTA BARAT,,'000100203901194,,,,,,,,,,,,,SINGLE BMRI,18-JAN-23 06.08.34.420000000 PM
447,12002972636,71134123527,74586745,TOKO SEKALA MBL,Bau-Bau (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,TOKO SEKALA,JL. DR WAHIDIN NO 127E BAU BAU,KEL. LAMANGGA KEC. MURHUM,,'000100203901195,'000,,,,,,7223102,,,,,,SINGLE BNI,17-JAN-23 04.47.46.401000000 PM
448,12002972648,71134112349,74586596,CIBO PIK,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,5.73E+19,CV ZENBU DAMAI INDAH GOLF PIK,LT. DASAR UNIT R-03B JL. MARINA INDAH NO. 7,KAPUK JAKARTA UTARA,,'000100217901010,'000,,,,,,12050425,,,,,,SINGLE BNI,16-JAN-23 02.32.12.627000000 PM
449,12002972649,71134924235,74595944,RUMAH MAKAN BANDENG PAK ELAN 2,Gresik (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,JL VETERAN NO 100,KEL GENDING KEC KEBOMAS,GRESIK,,'000100214903211,2.00711E+14,,,,,,,20031580,,,,,SINGLE BTN,19-JAN-23 09.48.16.746000000 PM
450,12002972657,71134112442,74586597,URBAN ADVENTURES PLUIT,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - SCHEDULED,Pending - Customer,XL,On Deployment,MOVE2500,4.73E+19,PT SINAR ERA AKTIF PERWATA TOWER LANDMARK,PLUIT E12 LT G PLUIT JL PLUIT SELATAN RAYA,"NO 2 RT, JAKARTA UTARA",,'000100202002932,'000,,,,,,12091903,,,,,,SINGLE BNI,13-JAN-23 05.12.05.155000000 PM
451,12002975569,71134144702,74587004,ANNISAULIA OLEH-OLEH MBL,Batam (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,RUKO PURI LEGENDA BATAM CENTRE,D2 11 BATAM,,,'000100214903229,'000,,,,,,2330823,,,,,,SINGLE BNI,16-JAN-23 09.47.26.821000000 AM
452,12002976308,71134124057,74586750,KF. MT. HARYONO II,Balikpapan (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,PT KIMIA FARMA APOTEK,JL. MT. HARYONO RT.41 DAMAI BARU,BALIKPAPAN SELATAN,,'000100208901026,'000,,,,,,9125602,,,,,,SINGLE BNI,16-JAN-23 09.19.30.894000000 PM
453,12002976310,71135400079,74604259,MIDTRANS*GLOBALASIATRENDMDR,Jakarta Selatan (Kota Administrasi),Approved,2012023,Approval Completed,,,None,On Operation,,,JL. WARUNG BUNCIT RAYA NO 6 RT 001 RW 009,KEL KALIBATA KEC PANCORAN,JAKARTA SELATAN,,'000100208901025,,,,,,,,,,,,,SINGLE BMRI,18-JAN-23 06.10.02.701000000 PM
454,12002976310,71135400079,74604260,MIDTRANS*GLOBALASIATRENDMDR,Jakarta Selatan (Kota Administrasi),Approved,2012023,Approval Completed,,,None,On Operation,,,JL. WARUNG BUNCIT RAYA NO 6 RT 001 RW 009,KEL KALIBATA KEC PANCORAN,JAKARTA SELATAN,,'000100218900705,,,,,,,,,,,,,SINGLE BMRI,18-JAN-23 06.10.02.707000000 PM
455,12002976310,71135400079,74604261,MIDTRANS*GLOBALASIATRENDMDR,Jakarta Selatan (Kota Administrasi),Approved,2012023,Approval Completed,,,None,On Operation,,,JL. WARUNG BUNCIT RAYA NO 6 RT 001 RW 009,KEL KALIBATA KEC PANCORAN,JAKARTA SELATAN,,'000100208901027,,,,,,,,,,,,,SINGLE BMRI,18-JAN-23 06.10.02.716000000 PM
456,12002976414,71134124336,74586753,GHAN ZELL MBL,Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,GED. PUSKOPAL MABES AL,KOMP MABES TNI AL.,JL.RAYA HANKAM CILANGKAP,,'000100215901785,'000,,,,,,10119902,,,,,,SINGLE BNI,16-JAN-23 04.42.00.857000000 PM
457,12003031791,71136171055,74611784,DOKU*FORWARDTOKINDLE,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,,,None,On Operation,,,"JL. KEADILAN RAYA NO. 17H, RT 001 RW 04",JAKARTA BARAT,,,'000100215901785,,,,,,,,,,,,,SINGLE BMRI,20-JAN-23 10.25.27.641000000 AM
458,12003032106,71135142711,74600733,TOKO SUMBER,Balikpapan (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,JL JENDRAL SUDIRMAN NO 1,BALIKPAPAN,,,'000100215901785,2.00711E+14,,,,,,,20031588,,,,,SINGLE BTN,21-JAN-23 05.33.37.174000000 PM
459,12003032120,71135142804,74600734,RUMAH MAKAN SEAFOOD PONDOK BORNEO,Samarinda (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL MAYJEND SUTOYO NO 15A,KEL SUNGAI PINANG DALAM KEC SUNGAI PINANG,SAMARINDA,,'000100215901609,2.00711E+14,,,,,,,20031589,,,,,SINGLE BTN,20-JAN-23 04.50.36.781000000 PM
460,12003033720,71135733424,74607518,SAGA BAKERY,Jayapura (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,8.73E+19,JLN RAYA ABEPURA,HEDAM,JAYAPURA,,'000100215901609,2.00711E+14,,,,,,,20031793,,,,,SINGLE BTN,21-JAN-23 06.21.38.274000000 PM
461,12003034730,71141760805,74673771,FRESHMART SUPERSTORE BAHU,Manado (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,"JL.WOLTER MONGINSIDI, NO.1 BLOK SW",KOMPLEKS BAHU MALL,MANADO,,'000100214902797,,220000624,,,,,,,624002,,,,SINGLE ASTRAPAY,11-MAR-23 08.21.18.151000000 PM
462,12003034730,71141760805,74673774,FRESHMART SUPERSTORE BAHU,Manado (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,"JL.WOLTER MONGINSIDI, NO.1 BLOK SW",KOMPLEKS BAHU MALL,MANADO,,'000100214902840,,220000624,,,,,,,624005,,,,SINGLE ASTRAPAY,11-MAR-23 08.21.18.766000000 PM
463,12003034730,71141760805,74673776,FRESHMART SUPERSTORE BAHU,Manado (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,"JL.WOLTER MONGINSIDI, NO.1 BLOK SW",KOMPLEKS BAHU MALL,MANADO,,'000100212900843,,220000624,,,,,,,624007,,,,SINGLE ASTRAPAY,11-MAR-23 08.21.19.165000000 PM
464,12002670593,71135393789,74604121,P939 ALFAMART SAT CENGAL,Palembang (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,6.73E+19,DUSUN II,KEL TALANG JAYA KEC SUNGAI MENANG,PALEMBANG,1999231237,'000100212900843,'000200711353937898,,,,,10403740,3116502,20031844,,,,,SHARING BMRI-BRI-BNI-BTN,01-FEB-23 06.13.27.419000000 PM
465,12002670595,71133332900,74578250,CVSAA 1P4L BRIGHT 28 OKTOBER,Pontianak (Kota),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. 28 OKTOBER NO 168 RT 002 RW 022,"KEL. SIANTAN HULU, KEC. PONTIANAK UTARA",PONTIANAK,1999231211,'000100212900835,'000200711333329004,,,,,10403714,9122202,20031535,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 11.07.22.987000000 AM
466,12002672068,71135393882,74604122,2A8G ALFAMART RING ROAD DEMAK,Demak (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,6.73E+19,JL LINGKAR DEMAK,DS BOTOREJO KEC WONOSALAM,DEMAK,1999231217,'000100212900835,'000200711353938822,,,,,10403720,5076702,20031845,,,,,SHARING BMRI-BRI-BNI-BTN,06-FEB-23 08.44.49.031000000 PM
467,12002672079,71133323998,74578160,2JX1 ALFAMART SIMPANG TAKOKAK ( F ),Cianjur (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KP SIMPANG TAKOKAK RT 001 RW 001,KEL SIMPANG KEC TAKOKAK,CIANJUR,1999234999,'000100215901748,'000200711333239981,,,,,10412355,4162302,20031539,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 11.02.41.732000000 AM
468,12002672155,71133324242,74578163,TH28 ALFAMART RUKO MELODY,Tangerang (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,RUKO MELODY SUMMARECON SERPONG BLOK B NO 1,KEL MEDANG KEC PAGEDANGAN,TANGERANG,1999231235,'000100215901748,'000200711333242424,,,,,10403738,14308302,20031542,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 11.02.52.856000000 AM
469,12002672186,71131264326,74557426,PELITA AIR SERVICE SBY,Sidoarjo (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,"PELITA AIR SERVICE, BANDAR UDARA INTERNASIONAL","JUANDA, JL. IR.H.JUANDA, BETRO, KEC. SEDATI",SIDOARJO,,'000100214902837,'000,,,,,,6094725,,,,,,SINGLE BNI,07-JAN-23 06.57.33.106000000 PM
470,12002672191,71131264605,74557431,ERAFONE KAPUK RAYA,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,4.73E+19,PT ERAFONE ARTHA RETAILINDO,JL. KAPUK RAYA KEL KAPUK KEC CENGKARENG,JAKARTA BARAT,,'000100207900990,'000,,,,,,12049635,,,,,,SINGLE BNI,10-FEB-23 04.17.15.054000000 PM
471,12002672192,71131264798,74557432,ERAFONE ALT CBBUR DEPOK,Bogor (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,2.73E+19,PT ERAFONE ARTHA RETAILINDO,JL AL-HIKMAH KEL NAGRAK KEC GUNUNG PUTRI,BOGOR,,'000100202003242,'000,,,,,,14309403,,,,,,SINGLE BNI,09-JAN-23 03.57.22.093000000 PM
472,12002672193,71131264891,74557433,ERAFONE BANGKO JAMBI,Merangin (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,PT ERAFONE ARTHA RETAILINDO,JL. LINTAS SUMATERA NO.KM 2 KEL PEMATANG KANDIS,"KEC. BANGKO, MERANGIN",,'000100202003234,'000,,,,,,3447301,,,,,,SINGLE BNI,11-JAN-23 04.01.45.138000000 PM
473,12002694154,71135394219,74604126,OA63 CVAJA KSB TANGGULREJO,Magelang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,6.73E+19,JL RAYA MAGELANG-PURWOREJO,KEL TANGGULREJO KEC TEMPURAN,MAGELANG,1999235006,'000100202002931,'000200711353942197,,,,,10412362,17100102,20031849,,,,,SHARING BMRI-BRI-BNI-BTN,03-FEB-23 08.57.43.055000000 PM
474,12002694155,71133324428,74578165,1AEL ALFAMART MUARA JAYA,Rokan Hulu (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,8.73E+19,JL LINTAS MUARA JAYA,KEL LINTAS MUARA JAYA KEC KEPENUHAN,ROKAN HULU,1999235005,'000100208005459,'000200711333244280,,,,,10412361,2070702,20031544,,,,,SHARING BMRI-BRI-BNI-BTN,03-FEB-23 09.37.39.450000000 PM
475,12002694616,71133325144,74578172,2A8D ALFAMART KUWU BARU,Grobogan (Kab),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL MELONO NO 2A RT 004 RW 002,KEL KUWU KEC KRADENAN,GROBOGAN,1999235001,'000100210901159,'000200711333251446,,,,,10412357,5077423,20031552,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 11.02.59.831000000 AM
476,12002694711,71133299576,74577617,MIDI AH33 CISAUK SURADITA,Tangerang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA129243,"JL. RAYA CISAUK, RT.06/ RW.01",KEL SURADITA KEC CISAUK,TANGERANG,1999232070,'000100214903117,'000200711332995765,,,,,10404803,14308102,20032777,,,,,SHARING BMRI-BRI-BNI-BTN,04-MAR-23 12.32.01.305000000 AM
477,12002694711,71133299576,74577618,MIDI AH33 CISAUK SURADITA,Tangerang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA129233,"JL. RAYA CISAUK, RT.06/ RW.01",KEL SURADITA KEC CISAUK,TANGERANG,1999232070,'000100203003119,'000200711332995765,,,,,10404804,14308103,20032778,,,,,SHARING BMRI-BRI-BNI-BTN,04-MAR-23 12.32.01.499000000 AM
478,12002694818,71133299669,74577619,MIDI AH34 A YANI SARAKAN,Tangerang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA127326,"JL. A YANI, RT 004 RW 001",KEL PISANGAN JAYA KEC SEPATAN,TANGERANG,1999232069,'000100212210108,'000200711332996698,,,,,10404799,14308203,20032779,,,,,SHARING BMRI-BRI-BNI-BTN,04-MAR-23 12.32.33.509000000 AM
479,12002694964,71133299762,74577622,MIDI BF80 KALAPANE,Labuhanbatu Selatan (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,207NCA161350,JL. KALAPANE,KEL KOTA PINANG KEC KOTA PINANG,LABUHANBATU SELATAN,1999232071,'000100212210165,'000200711332997622,,,,,10404806,1067303,20032758,,,,,SHARING BMRI-BRI-BNI-BTN,16-FEB-23 09.52.59.458000000 PM
480,12002694972,71133299855,74577624,MIDI DC17 CILODONG,Depok (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA129313,JL. RAYA ABDUL GANI,KEL KALIBARU KEC CILODONG,DEPOK,1999232351,'000100218900724,'000200711332998555,,,,,10405186,14308003,20032782,,,,,SHARING BMRI-BRI-BNI-BTN,04-MAR-23 12.33.27.759000000 AM
481,12002694984,71133300082,74577629,MJ81 MIDI TOMINI,Parigi Moutong (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA129306,JL. TRANS SULAWESI,"DESA TOMINI, KEC. TOMINI",PARIGI MOUTONG,1999234126,'000100210001206,'000200711333000820,,,,,10411367,11081602,20032785,,,,,SHARING BMRI-BRI-BNI-BTN,07-MAR-23 09.55.15.018000000 PM
482,12002695006,71143476966,74691139,AK40 MIDI SARIO TUMPAAN,Manado (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA125873,JL. BETHESDA,KEL SARIO TUMPAAN KEC SARIO,MANADO,1999234125,'000100215901332,'000200711434769666,,,,,10411366,11081703,20032788,,,,,SHARING BMRI-BRI-BNI-BTN,15-MAR-23 08.56.45.451000000 PM
483,12002695013,71133300175,74577632,AK41 MIDI MATUNGKAS,Minahasa Utara (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA128352,JL. RAYA SUKUR - LIKUPANG,"DS. MATUNGKAS, KEC. DIMEMBE",MINAHASA UTARA,1999234124,'000100203003134,'000200711333001753,,,,,10411364,11081803,20032790,,,,,SHARING BMRI-BRI-BNI-BTN,15-MAR-23 08.52.29.157000000 PM
484,12002695024,71133325330,74578174,1P3V ALFAMART ZAINUDDIN SANDAI,Ketapang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,6.73E+19,JL.M.ZAINUDDIN SANDAI,KEL SANDAI KEC SANDAI,KETAPANG,1999220201,'000100205003991,'000200711333253303,,,,,10383647,9122624,20031553,,,,,SHARING BMRI-BRI-BNI-BTN,03-FEB-23 09.39.06.047000000 PM
485,12002695025,71133300361,74577636,NB61 MIDI DNDNG SRENGAT,Blitar (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA128532,JL RAYA KEDIRI BLITAR,KEL DANDONG KEC SRENGAT,BLITAR,1999234123,'000100205004035,'000200711333003610,,,,,10411362,18070403,20032794,,,,,SHARING BMRI-BRI-BNI-BTN,09-MAR-23 10.08.57.185000000 PM
486,12002695030,71133300454,74577637,SLZ11 MIDI BACKUP TRAINING,Pasuruan (Kab),Approved,2012023,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA GEMPOL - BANGIL KM SBY 41+100,DS. CANGKRINGMALANG KEC. BEJI,PASURUAN,,'000100207002192,,,,,,,,,,,,,SINGLE BMRI,12-JAN-23 10.20.54.312000000 AM
487,12002696371,71133325516,74578176,Q723 ALFAMART TRENGGULI,Denpasar (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,224RCA131321,JALAN TRENGGULI LINGKUNGAN PAANG KELOD,DESA PENATIH KECAMATAN DENPASAR TIMUR,DENPASAR,1999233056,'000100207002214,'000200711333255169,,,,,10409685,8101427,20031730,,,,,SHARING BMRI-BRI-BNI-BTN,17-FEB-23 09.22.27.230000000 PM
488,12002696405,71133326046,74578181,L753 ALFAMART SUMUR PUTRI,Bandar Lampung (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2272CA176095,JL WOLTER MONGONSIDI RT 002 LK I,KEL SUMUR PUTRI KEC TELUK BETUNG SELATAN,BANDAR LAMPUNG,1999237291,'000100207002215,'000200711333260468,,,,,10415003,3118923,20031735,,,,,SHARING BMRI-BRI-BNI-BTN,21-FEB-23 02.31.19.437000000 PM
489,12002697430,71133326418,74578185,1SFZ ALFAMART LINTAS RABERAS,Sumbawa (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA128593,JL. RAYA RABERAS SEBEWE,DESA RABERAS KEC SUMBAWA,SUMBAWA,1999233041,'000100207002206,'000200711333264181,,,,,10409670,8102327,20031739,,,,,SHARING BMRI-BRI-BNI-BTN,27-FEB-23 11.01.53.233000000 PM
490,12002697462,71133326511,74578186,L754 ALFAMART DIPONEGORO LPG,Bandar Lampung (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,224RCA131198,JL DIPONEGORO NO 100 C RT 009,KEL GULAK GALIK KEC TELUK BETUNG UTARA,BANDAR LAMPUNG,1999237292,'000100207002179,'000200711333265115,,,,,10415004,3119023,20031740,,,,,SHARING BMRI-BRI-BNI-BTN,21-FEB-23 02.32.12.770000000 PM
491,12002697463,71133326604,74578187,1SGB ALFAMART MOYOT SAKRA,Lombok Timur (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA128395,JL RAYA SAKRA,KEL MOYOT KEC SAKRA,LOMBOK TIMUR,1999233042,'000100207002039,'000200711333266048,,,,,10409671,8102027,20031741,,,,,SHARING BMRI-BRI-BNI-BTN,27-FEB-23 11.02.17.085000000 PM
492,12002697516,71133327041,74578191,1SGE ALFAMART SANDUBAYA SELONG,Lombok Timur (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,229HKA128591,JL. SANDUBAYA,KEL SANDUBAYA KEC SELONG,LOMBOK TIMUR,1999233045,'000100209003639,'000200711333270414,,,,,10409674,8102127,20031745,,,,,SHARING BMRI-BRI-BNI-BTN,27-FEB-23 11.03.48.627000000 PM
493,12002698018,71131486215,74559689,THE SEIRYU MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,8.73E+19,JL DRUPADI NO 8,KEL SEMINYAK KEC KUTA,BADUNG,,'000100209004153,'000,,,,,,8545602,,,,,,SINGLE BNI,12-JAN-23 10.33.20.194000000 AM
494,12002703202,71133327134,74578192,P943 ALFAMART PARIWISATA-BKL,Bengkulu (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2272CA175597,JL PARIWISATA NO 01 RT 01 RW 01,KEL LEMPUING KEC RATU AGUNG,BENGKULU,1999237261,'000100214903206,'000200711333271347,,,,,10414972,3119323,20031746,,,,,SHARING BMRI-BRI-BNI-BTN,19-FEB-23 11.33.33.790000000 PM
495,12002703215,71133327320,74578194,1M4K ALFAMART BATU TAPAK CIDOKOM,Bogor (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,223FCA104535,JL BATU TAPAK RT 002 RW 005,KEL CIDOKOM KEC GUNUNG SINDUR,BOGOR,1999237247,'000100002017705,'000200711333273204,,,,,10414958,14322823,20031748,,,,,SHARING BMRI-BRI-BNI-BTN,16-FEB-23 09.54.37.911000000 PM
496,12002703220,71133327413,74578195,R707 ALFAMART POLEONRO BONE,Bone (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,223FCA104455,JALAN POROS BANTIMURUNG,KEL POLEONRO KEC LIBURENG,BONE,1999233039,'000100002017705,'000200711333274137,,,,,10409668,7098227,20031749,,,,,SHARING BMRI-BRI-BNI-BTN,20-FEB-23 08.49.00.278000000 PM
