|APLC_SEQ_NO|MID        |TID     |MERCHANT NAME                         |CITY                               |PROSES PENGAJUAN APLIKASI|TGL APLIKASI MASUK     |STATUS APLIKASI           |STATUS WR        |STATUS WO|PROVIDER_TYP|TMNL_STATUS |TMNL_MODEL|SNO                 |MER_DTL_ADDR1                                   |MER_DTL_ADDR2                                   |MER_DTL_ADDR3                                 |MID_BRI     |MID_BNI        |MID_BTN        |MID_ASTRAPAY|MID_DANAMON|MID_BSI|MID_OCBC|TID_BRI |TID_BNI |TID_BTN |TID_ASTRAPAY|TID_DANAMON|TID_BSI|TID_OCBC|MEMBER_BANK             |
|12003100328|71137725794|74629022|INDOMARET TW5U - UJUNG SEKUMPUL RAYA              |Banjar-KalSel (Kab)                |                         |2023-01-18 15:10:42.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL SEKUMPUL UJUNG                               |KEL BINCAU KEC MARTAPURA                        |BANJAR-KALSEL                                   |1999236069  |000100209901239|200711377257945|            |           |       |        |10413667|09123903|20032121|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100330|71137725887|74629024|INDOMARET TAOX - KAPITAN TOKO LIMA                |Kutai Kartanegara (Kab)            |                         |2023-01-18 15:12:01.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. KAPITAN TOKO LIMA                           |KEL.MUARA BADAK ILIR KEC.MUARA BADAK            |KUTAI KARTANEGARA                               |1999235961  |000100209901252|200711377258878|            |           |       |        |10413559|09125203|20032122|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100335|71137725980|74629026|INDOMARET TMGQ - TARMIDI                          |Samarinda (Kota)                   |                         |2023-01-18 15:13:23.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. TARMIDI                                     |KEL.SUNGAI PINANG LUAR KEC.SAMARINDA KOTA       |SAMARINDA                                       |1999235962  |000100209901253|200711377259802|            |           |       |        |10413560|09125303|20032123|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100341|71137726038|74629028|INDOMARET TOXF - SOEKARNO HATTA KM 30             |Kutai Kartanegara (Kab)            |                         |2023-01-18 15:14:47.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. SOEKARNO HATTA                              |KEL BATUAH KEC LOA JANAN                        |KUTAI KARTANEGARA                               |1999235963  |000100209901254|200711377260387|            |           |       |        |10413561|09125403|20032124|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100342|71137726131|74629029|INDOMARET TZTP - MAHLIGAI                         |Banjar-KalSel (Kab)                |                         |2023-01-18 15:14:54.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL MAHLIGAI                                     |KEL KERTAK HANYAR I KEC KERTAK HANYAR           |BANJAR-KALSEL                                   |1999236071  |000100209901241|200711377261311|            |           |       |        |10413669|09124103|20032125|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100345|71136009223|74610570|INDOMARET T7ZK - POROS MAKBUSUN                   |Sorong (Kab)                       |                         |2023-01-18 15:16:46.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. POROS MAKBUSUN NO                           |KEL. MAKBUSUN KEC. MAYAMUK                      |SORONG                                          |1999236016  |000100216900387|200711360092236|            |           |       |        |10413614|16038703|20031961|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100847|71137726224|74629035|INDOMARET TBNF - KLASIBAN                         |Sorong (Kota)                      |                         |2023-01-18 15:19:22.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. KLASIBAN NO.                                |KEL KLAMANA KEC SORONG TIMUR                    |SORONG                                          |1999236017  |000100216900388|200711377262244|            |           |       |        |10413615|16038803|20032126|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100848|71137726317|74629037|INDOMARET FHIP - RAYA SERANG PALIMA               |Serang (Kota)                      |                         |2023-01-18 15:20:05.000|Approval Completed        |OPEN - SCHEDULED |Created           |Telkomsel   |On Deployment     |MOVE2500  |47303321246628617740|JL. RAYA SERANG PALIMA                          |KEL KEMANISAN KEC. CURUG                        |SERANG                                          |1999236019  |000100214903221|200711377263177|            |           |       |        |10413617|14322103|20032029|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100849|71137726410|74629038|INDOMARET TFZD - SUNGAI MARUNI                    |Sorong (Kota)                      |                         |2023-01-18 15:20:57.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL SUNGAI MARUNI NO                             |KEL SAWAGUMU KEC SORONG UTARA                   |SORONG                                          |1999236018  |000100216900389|200711377264101|            |           |       |        |10413616|16038903|20032127|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100857|71137726503|74629040|INDOMARET TVYK - ASRAMA POLISI LEBAK              |Lebak (Kab)                        |                         |2023-01-18 15:23:58.000|Approval Completed        |OPEN - SCHEDULED |Created           |Telkomsel   |On Deployment     |MOVE2500  |67303321246628251480|JL MULTATULI                                    |KEL. MUARA CIUJUNG BARAT KEC. RANGKASBITUNG     |LEBAK                                           |1999236020  |000100214903222|200711377265034|            |           |       |        |10413618|14322203|20032030|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100868|71137726696|74629042|INDOMARET TSMM - JOGOLOYO WONOSALAM               |Demak (Kab)                        |                         |2023-01-18 15:36:06.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL JOGOLOYO                                     |KEL JOGOLOYO KEC WONOSALAM                      |DEMAK                                           |1999235948  |000100205900776|200711377266967|            |           |       |        |10413546|05077603|20032128|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100872|71137726789|74629044|INDOMARET T6F6 - KEDUNGREJO                       |Sidoarjo (Kab)                     |                         |2023-01-18 15:38:02.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. KEDUNGREJO NO.                              |KEL KEDUNGREJO KEC JABON                        |SIDOARJO                                        |1999236013  |000100206900944|200711377267890|            |           |       |        |10413611|06094403|20032129|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100877|71137726882|74629045|INDOMARET TMK0 - KEDUNG BARUK                     |Surabaya (Kota)                    |                         |2023-01-18 15:39:35.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. RAYA KEDUNG BARUK NO. 143-145               |KEL KEDUNG BARUK KEC RUNGKUT                    |SURABAYA                                        |1999236014  |000100206900945|200711377268824|            |           |       |        |10413612|06094503|20032130|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003100881|71136009316|74610571|INDOMARET TMVL - MASTRIP WARUGUNUNG 81            |Surabaya (Kota)                    |                         |2023-01-18 15:41:02.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. MASTRIP WARUGUNUNG NO. 81                   |KEL WARUGUNUNG KEC KARANGPILANG                 |SURABAYA                                        |1999236015  |000100206900946|200711360093169|            |           |       |        |10413613|06094602|20031962|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003101000|71137726975|74629047|INDOMARET TLHF - WONOPRINGGO JETAK KIDUL          |Pekalongan (Kab)                   |                         |2023-01-18 15:42:42.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL RAYA WONOPRINGGO                             |KEL KAYUGERITAN KEC. KARANGANYAR                |PEKALONGAN                                      |1999235949  |000100205900777|200711377269757|            |           |       |        |10413547|05077703|20032131|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003101005|71137727033|74629049|INDOMARET T79N - CITRALAND DRIYOREJO              |Gresik (Kab)                       |                         |2023-01-18 15:44:21.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL RAYA PETIKEN                                 |KEL MULUNG KEC DRIYOREJO                        |GRESIK                                          |1999235956  |000100206900943|200711377270333|            |           |       |        |10413554|06094303|20032132|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003101006|71137727126|74629051|INDOMARET TBIQ - MATARAM NO. 30                   |Yogyakarta (Kota)                  |                         |2023-01-18 15:44:25.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. MATARAM NO. 30                              |KEL. SURYATMAJAN KEC. DANUREJAN                 |YOGYAKARTA                                      |1999236047  |000100217901009|200711377271266|            |           |       |        |10413645|17100905|20032031|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003101010|71137727219|74629053|INDOMARET F2TK - RAYA BUMI INDAH FRC              |Tangerang (Kab)                    |                         |2023-01-18 15:46:12.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. RAYA BUMI INDAH                             |KEL. SUKAMANTRI KEC. PASAR KEMIS                |TANGERANG                                       |1999236009  |000100214903223|200711377272199|            |           |       |        |10413607|14322303|20032032|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003208738|71136614611|74617584|RAMAYANA KEBAYORAN LAMA                           |Jakarta Selatan (Kota Administrasi)|                         |2023-01-23 17:02:33.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |57303231246427627303|JL PASAR KEBAYORAN LAMA                         |JAKARTA SELATAN                                 |                                                |            |000100012298618|               |            |           |       |        |        |29861822|        |            |           |       |        |SINGLE BNI              |
|12003208738|71136614611|74617585|RAMAYANA KEBAYORAN LAMA                           |Jakarta Selatan (Kota Administrasi)|                         |2023-01-23 17:02:33.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |27303231246427574999|JL PASAR KEBAYORAN LAMA                         |JAKARTA SELATAN                                 |                                                |            |000100012298618|               |            |           |       |        |        |29861823|        |            |           |       |        |SINGLE BNI              |
|12003208738|71136614611|74617586|RAMAYANA KEBAYORAN LAMA                           |Jakarta Selatan (Kota Administrasi)|                         |2023-01-23 17:02:33.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |57303231246428020226|JL PASAR KEBAYORAN LAMA                         |JAKARTA SELATAN                                 |                                                |            |000100012298618|               |            |           |       |        |        |29861824|        |            |           |       |        |SINGLE BNI              |
|12003227221|71137149302|74623849|RAISSA SKINCARE                                   |Balikpapan (Kota)                  |                         |2023-01-24 09:18:40.000|Approval Completed        |CLOSE - COMPLETED|Complete          |Telkomsel   |On Operation      |MOVE2500  |87303301161510421341|JL SUNGAI AMPAL                                 |BALIKPAPAN                                      |                                                |            |               |200711371493020|            |           |       |        |        |        |20031945|            |           |       |        |SINGLE BTN              |
|12003227637|71137733143|74629160|INDOMARET TE3U -  TAMBUN SELATAN                  |Jakarta Timur (Kota Administrasi)  |                         |2023-01-24 09:45:12.000|Approval Completed        |OPEN - SCHEDULED |Created           |Telkomsel   |On Deployment     |MOVE2500  |67303321246628243015|JL.TAMBUN SELATAN                               |KEL CAKUNG TIMUR KEC.CAKUNG                     |JAKARTA TIMUR                                   |1999238373  |000100215902020|200711377331432|            |           |       |        |10416275|15202002|20032041|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227643|71137733329|74629162|INDOMARET TXEV - PEREMPATAN CIRATA                |Purwakarta (Kab)                   |                         |2023-01-24 09:47:21.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. CIRATA                                      |KEL CADASSARI KEC TEGALWARU                     |PURWAKARTA                                      |1999240048  |000100204901641|200711377333298|            |           |       |        |10419162|04164102|20032161|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227658|71137733422|74629164|INDOMARET FN6E -  SINDANG LAYA                    |Subang (Kab)                       |                         |2023-01-24 09:52:05.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. RAYA SINDANGLAYA                            |KEL.SINDANGLAYA KEC.TANJUNGSIANG                |SUBANG                                          |1999240049  |000100204901642|200711377334222|            |           |       |        |10419163|04164202|20032214|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227660|71137733608|74629166|INDOMARET TD5K -  KARTIKA RESIDENCE               |Karawang (Kab)                     |                         |2023-01-24 09:53:34.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. KARTIKA RESIDENCE                           |KEL KLARI KEC KLARI                             |KARAWANG                                        |1999240050  |000100215902021|200711377336088|            |           |       |        |10419164|15202102|20032162|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227664|71137733894|74629170|INDOMARET THCI - PALUMBON SARI                    |Karawang (Kab)                     |                         |2023-01-24 09:55:07.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. PALUMBON SARI                               |KEL PALUMBONSARI KEC KARAWANG TIMUR             |KARAWANG                                        |1999240051  |000100215208851|200711377338945|            |           |       |        |10419165|15885105|20032163|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227674|71137734045|74629172|INDOMARET TTRW -  PC MAYJEND S PARMAN             |Kendari (Kota)                     |                         |2023-01-24 10:03:46.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. MAYJEND S. PARMAN                           |KEL. KEMARAYA, KEC. KENDARI BARAT               |KENDARI                                         |1999238701  |000100207105818|200711377340454|            |           |       |        |10416755|07581805|20032164|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227678|71137734231|74629175|INDOMARET TBZZ -  PC FRESH BUDI UTOMO KENDARI     |Kendari (Kota)                     |                         |2023-01-24 10:05:14.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. BUDI UTOMO                                  |KEL. MATAIWOI, KEC. WUA-WUA                     |KENDARI                                         |1999238702  |000100207105636|200711377342311|            |           |       |        |10416756|07563605|20032165|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227694|71137734417|74629177|INDOMARET TVLE -  RAYA KUDUS JEPARA               |Kudus (Kab)                        |                         |2023-01-24 10:07:05.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL RAYA KUDUS JEPARA                            |KEL GARUNG LOR KEC KALIWUNGU                    |KUDUS                                           |1999240042  |000100205900783|200711377344177|            |           |       |        |10419156|05078302|20032166|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227724|71137734510|74629179|INDOMARET T5R3 - JEND. SOEHARTO NO. 66            |Kupang (Kota)                      |                         |2023-01-24 10:18:36.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. JEND. SOEHARTO NO. 66                       |KEL NAIKOTEN I KEC KOTA RAJA                    |KUPANG                                          |1999238425  |000100208901034|200711377345101|            |           |       |        |10416327|08103402|20032042|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003227732|71137734796|74629181|INDOMARET TDJ1 -  JENDRAL SUDIRMAN NUNLEU         |Kupang (Kota)                      |                         |2023-01-24 10:21:37.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. JENDRAL SUDIRMAN NO                         |KEL. NUNLEU KEC. KOTA RAJA                      |KUPANG                                          |1999238426  |000100208901035|200711377347967|            |           |       |        |10416328|08103502|20032043|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228234|71137734889|74629183|INDOMARET T9G3 -  SILIWANGI OESAPA                |Kupang (Kota)                      |                         |2023-01-24 10:23:12.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. ALFA OMEGA NO                               |KEL. OESAPA  KEC. KELAPA LIMA                   |KUPANG                                          |1999238427  |000100208901036|200711377348890|            |           |       |        |10416329|08103603|20032044|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228237|71137735040|74629186|INDOMARET TG5D -  PENKASE NO. 28 ABC              |Kupang (Kota)                      |                         |2023-01-24 10:24:50.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL PEKASE NO 28 ABC                             |KEL PENKASE OELETA KEC ALAK                     |KUPANG                                          |1999238428  |000100208901037|200711377350400|            |           |       |        |10416330|08103702|20032045|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228239|71137735226|74629193|INDOMARET T9D7 -  JAMBU MANULAI II                |Kupang (Kota)                      |                         |2023-01-24 10:26:17.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. JAMBU NO                                    |KEL MANULAI II KEC ALAK                         |KUPANG                                          |1999238429  |000100208901038|200711377352266|            |           |       |        |10416331|08103802|20032046|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228243|71137736128|74629206|INDOMARET TKH0 -  TENTARA PELAJAR -   KEMIRI      |Purworejo (Kab)                    |                         |2023-01-24 10:29:26.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. TENTARA PELAJAR                             |KEL KEMIRI KIDUL KEC KEMIRI                     |PURWOREJO                                       |1999238410  |000100217901022|200711377361288|            |           |       |        |10416312|17102202|20032047|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228247|71137736314|74629209|INDOMARET TH0S -  SARWO EDHIE NO 93               |Magelang (Kab)                     |                         |2023-01-24 10:34:45.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL SARWO EDHIE NO 93                            |KEL BANYUROJO KEC MERTOYUDAN                    |MAGELANG                                        |1999238413  |000100217901025|200711377363145|            |           |       |        |10416315|17102507|20032048|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228252|71137736500|74629212|INDOMARET TGVT -  WELERI KM 3                     |Temanggung (Kab)                   |                         |2023-01-24 10:36:50.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. PARAKAN WELERI                              |KEL. TRAJI KEC. PARAKAN                         |TEMANGGUNG                                      |1999238414  |000100217901026|200711377365002|            |           |       |        |10416316|17102602|20032049|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228256|71137736786|74629214|INDOMARET TW9Y - RAYA JUMO                        |Temanggung (Kab)                   |                         |2023-01-24 10:38:22.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. RAYA JUMO                                   |KEL. GEDONGSARI KEC. JUMO                       |TEMANGGUNG                                      |1999238415  |000100217901027|200711377367868|            |           |       |        |10416317|17102702|20032050|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228311|71137736879|74629216|INDOMARET T0M6 -  BTP BLOK AE NO. 96              |Makassar (Kota)                    |                         |2023-01-24 10:45:00.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL.BTP BLOK AE NO.96                            |KEL.PACCERAKKANG KEC.BIRINGKANAYA               |MAKASSAR                                        |1999238703  |000100207901001|200711377368791|            |           |       |        |10416757|07100102|20032167|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228340|71137934229|74630435|INDOMARET T7IY -  RAYA TANJUNG SELONG KM.4 -  LTM |Lombok Timur (Kab)                 |                         |2023-01-24 10:48:13.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL RAYA TANJUNG SELONG KM 4                     |KEL IJO BALIT KEC LABUHAN HAJI                  |LOMBOK TIMUR                                    |1999240052  |000100208901039|200711379342290|            |           |       |        |10419166|08103903|20032168|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003228844|71138299757|74636239|INDOMARET T46M - RAYA SAMBALIA - LTM              |Lombok Timur (Kab)                 |                         |2023-01-24 10:51:18.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL RAYA SAMBALIA                                |KEL SUGIAN KEC SAMBALIA                         |LOMBOK TIMUR                                    |1999240053  |               |200711382997571|            |           |       |        |10419167|        |20032215|            |           |       |        |SHARING BMRI-BRI-BTN    |
|12003251635|71138302625|74636268|INDOMARET TPJ6 -  BUOL -  TOLITOLI 28             |Buol (Kab)                         |                         |2023-01-25 08:49:20.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL TRANS SULAWESI                               |KEL LAKEA II KEC LAKEA                          |BUOL                                            |1999238423  |000100211900832|200711383026250|            |           |       |        |10416325|11083202|20032242|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251637|71137741057|74629281|INDOMARET TW3M - DIPONEGORO METRO                 |Metro (Kota)                       |                         |2023-01-25 08:50:50.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL.DIPONEGORO                                   |KEL.IMOPURO KEC.METRO PUSAT                     |METRO                                           |1999238626  |000100203901201|200711377410575|            |           |       |        |10416679|03120102|20032189|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251638|71137934887|74630441|INDOMARET T4F9 - SISINGAMANGARAJA PALU            |Palu (Kota)                        |                         |2023-01-25 08:51:25.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. SISINGAMANGARAJA                            |KEL BESUSU TIMUR KEC PALU TIMUR                 |PALU                                            |1999238705  |000100211900833|200711379348870|            |           |       |        |10416759|11083302|20032190|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251639|71138302718|74636269|INDOMARET T4X1 -  IMAM BONJOL PALU                |Palu (Kota)                        |                         |2023-01-25 08:53:21.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL.IMAM BONJOL                                  |KEL SIRANINDI KEC PALU BARAT                    |PALU                                            |1999238706  |000100211900834|200711383027183|            |           |       |        |10416760|11083402|20032243|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251640|71138302811|74636270|INDOMARET T1YG -  A. YANI IRINGMULYO METRO        |Metro (Kota)                       |                         |2023-01-25 08:53:27.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL A YANI                                       |KEL IRINGMULYO KEC METRO TIMUR                  |METRO                                           |1999238627  |000100203900325|200711383028117|            |           |       |        |10416680|03032505|20032244|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251646|71138302904|74636271|INDOMARET TZM8 - I GUSTI NGURAH RAI               |Palu (Kota)                        |                         |2023-01-25 08:55:46.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL I GUSTI NGURAH RAI                           |KEL.TAWANJUKA  KEC.PALU SELATAN                 |PALU                                            |1999238707  |000100211900835|200711383029040|            |           |       |        |10416761|11083503|20032245|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251650|71138303062|74636272|INDOMARET TNQA -  MT HARYONO 565A                 |Semarang (Kota)                    |                         |2023-01-25 08:58:27.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. MT HARYONO NO 565 A                         |KEL KARANGKIDUL KEC SEMARANG TENGAH             |SEMARANG                                        |1999240038  |000100205900779|200711383030626|            |           |       |        |10419152|05077902|20032246|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251653|71138303155|74636273|INDOMARET TQMH - APARTMENT ALTON                  |Semarang (Kota)                    |                         |2023-01-25 09:00:42.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL PROF SUDARTO                                 |KEL PEDALANGAN KEC BANYUMANIK                   |SEMARANG                                        |1999240039  |000100205900780|200711383031559|            |           |       |        |10419153|05078002|20032247|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251656|71138303248|74636274|INDOMARET TXST - ABINAWA TEGOREJO                 |Kendal (Kab)                       |                         |2023-01-25 09:02:06.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. ABINAW                                      |KEL. TEGOREJO KEC. PEGANDON                     |KENDAL                                          |1999240041  |000100205900782|200711383032482|            |           |       |        |10419155|05078203|20032248|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251659|71138303341|74636275|INDOMARET T9N1 -  PEMUDA DEMAK                    |Demak (Kab)                        |                         |2023-01-25 09:04:17.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL PEMUDA                                       |KEL BINTORO KEC DEMAK                           |DEMAK                                           |1999240043  |000100205900784|200711383033416|            |           |       |        |10419157|05078402|20032249|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251662|71137934980|74630442|INDOMARET F9FU -  WONOSEKAR KARANGAWEN            |Demak (Kab)                        |                         |2023-01-25 09:05:52.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |RUKO PLAZA ELPICO NO 17-18                      |KEL KALISONGO KEC DAU                           |MALANG                                          |1999240044  |000100205900785|200711379349804|            |           |       |        |10419158|05078502|20032191|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251665|71138303434|74636276|INDOMARET TX6P -  RAYA KEMBANGARUM                |Demak (Kab)                        |                         |2023-01-25 09:07:26.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL RAYA SEMARANG-PURWODADI                      |KEL KEMBANGARUM KEC MRANGGEN                    |DEMAK                                           |1999240045  |000100205900786|200711383034349|            |           |       |        |10419159|05078602|20032250|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251676|71137741243|74629284|INDOMARET TQKF - DIPONEGORO WONOSALAM 32          |Demak (Kab)                        |                         |2023-01-25 09:08:47.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL DIPONEGORO                                   |KEL. WONOSALAM KEC. WONOSALAM                   |DEMAK                                           |1999240046  |000100205900787|200711377412432|            |           |       |        |10419160|05078702|20032057|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251680|71138303527|74636277|INDOMARET TQAY -  PC FRESH A. YANI KM 29          |Banjarbaru (Kota)                  |                         |2023-01-25 09:10:30.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL A YANI KM 29                                 |KEL GUNTUNG PAYUNG KEC LANDASAN ULIN            |BANJARBARU                                      |1999238354  |000100209072750|200711383035272|            |           |       |        |10416256|09275005|20032251|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251681|71138303620|74636278|INDOMARET TM9I -  GATOT SUBROTO KM 4.5            |Tangerang (Kota)                   |                         |2023-01-25 09:10:31.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |KP. JATI RT.002 RW.001                          |KEL. JATIUWUNG KEC. CIBODAS                     |TANGERANG                                       |1999238607  |000100214903253|200711383036206|            |           |       |        |10416660|14325302|20032252|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
|12003251682|71137935038|74630443|INDOMARET F6Q2 - ASOKA RAYA                       |Tangerang (Kota)                   |                         |2023-01-25 09:11:57.000|Approval Completed        |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. ASOKA RAYA RT.04/RW.05                      |KEL KARANG TIMUR KEC KARANG TENGAH              |TANGERANG                                       |1999238608  |000100214903254|200711379350389|            |           |       |        |10416661|14325402|20032058|            |           |       |        |SHARING BMRI-BRI-BNI-BTN|
